time_step,flow,speed,occupancy,split,z_flow,z_speed,z_occupancy,is_anomaly,sensor_id
28,33.0,0.009,66.5,train,-1.0548255068385692,-0.9842595098139634,0.15761373820682698,0,278
29,19.0,0.0043,67.2,train,-1.2133028246224542,-1.1761448647242516,0.39989808176179287,0,278
30,37.0,0.0085,67.9,train,-1.0095462731860305,-1.0046728454427174,0.6421824253167587,0,278
31,31.0,0.0074,66.4,train,-1.0774651236648385,-1.0495821838259765,0.12300168912754823,0,278
32,19.0,0.0045,68.1,train,-1.2133028246224542,-1.1679795304727498,0.7114065234753162,0,278
33,22.0,0.0051,68.0,train,-1.1793433993830502,-1.1434835277182451,0.6767944743960375,0,278
34,28.0,0.0067,67.9,train,-1.1114245489042425,-1.078160853706232,0.6421824253167587,0,278
35,14.0,0.0034,65.7,train,-1.2699018666881274,-1.2128888688560089,-0.11928265442741766,0,278
36,26.0,0.0059,67.5,train,-1.1340641657305117,-1.1108221907122386,0.5037342289996339,0,278
37,23.0,0.0054,67.6,train,-1.1680235909699157,-1.1312355263409926,0.5383462780789127,0,278
38,19.0,0.0045,67.8,train,-1.2133028246224542,-1.1679795304727498,0.6075703762374751,0,278
39,15.0,0.0035,66.7,train,-1.258582058274993,-1.208806201730258,0.22683783636538934,0,278
40,18.0,0.0045,66.4,train,-1.224622633035589,-1.1679795304727498,0.12300168912754823,0,278
41,19.0,0.0046,66.8,train,-1.2133028246224542,-1.163896863346999,0.2614498854446681,0,278
42,12.0,0.0034,69.1,train,-1.292541483514397,-1.2128888688560089,1.0575270142681232,0,278
43,14.0,0.0054,65.4,train,-1.2699018666881274,-1.1312355263409926,-0.22311880166525877,0,278
44,17.0,0.0039,67.6,train,-1.2359424414487237,-1.1924755332272547,0.5383462780789127,0,278
45,14.0,0.0033,67.5,train,-1.2699018666881274,-1.2169715359817597,0.5037342289996339,0,278
46,19.0,0.0042,69.3,train,-1.2133028246224542,-1.1802275318500024,1.1267511124266856,0,278
47,16.0,0.0039,67.2,train,-1.2472622498618582,-1.1924755332272547,0.39989808176179287,0,278
48,8.0,0.0018,65.6,train,-1.3378207171669354,-1.2782115428680216,-0.1538947035067013,0,278
49,10.0,0.0023,67.9,train,-1.3151811003406662,-1.2577982072392677,0.6421824253167587,0,278
50,8.0,0.0026,66.2,train,-1.3378207171669354,-1.2455502058620154,0.05377759096898585,0,278
51,11.0,0.0032,64.1,train,-1.3038612919275314,-1.2210542031075104,-0.6730754396959118,0,278
52,8.0,0.002,65.1,train,-1.3378207171669354,-1.27004620861652,-0.3269549489031048,0,278
53,10.0,0.0025,67.5,train,-1.3151811003406662,-1.2496328729877662,0.5037342289996339,0,278
54,11.0,0.0024,68.9,train,-1.3038612919275314,-1.253715540113517,0.9883029161095658,0,278
55,12.0,0.0029,68.3,train,-1.292541483514397,-1.233302204484763,0.7806306216338785,0,278
56,12.0,0.0029,66.4,train,-1.292541483514397,-1.233302204484763,0.12300168912754823,0,278
57,18.0,0.0041,66.3,train,-1.224622633035589,-1.1843101989757532,0.08838964004826458,0,278
58,20.0,0.0052,66.3,train,-1.2019830162093197,-1.1394008605924943,0.08838964004826458,0,278
59,14.0,0.0035,66.9,train,-1.2699018666881274,-1.208806201730258,0.29606193452395174,0,278
60,6.0,0.0013,66.6,train,-1.3604603339932047,-1.2986248784967758,0.1922257872861057,0,278
61,10.0,0.0025,68.5,train,-1.3151811003406662,-1.2496328729877662,0.849854719792441,0,278
62,7.0,0.0023,69.2,train,-1.3491405255800701,-1.2577982072392677,1.0921390633474068,0,278
63,6.0,0.0015,68.8,train,-1.3604603339932047,-1.2904595442452742,0.953690867030282,0,278
64,10.0,0.0024,67.0,train,-1.3151811003406662,-1.253715540113517,0.33067398360323047,0,278
65,8.0,0.0026,67.1,train,-1.3378207171669354,-1.2455502058620154,0.3652860326825092,0,278
66,6.0,0.0013,69.2,train,-1.3604603339932047,-1.2986248784967758,1.0921390633474068,0,278
67,11.0,0.0027,66.7,train,-1.3038612919275314,-1.2414675387362646,0.22683783636538934,0,278
68,8.0,0.0018,66.2,train,-1.3378207171669354,-1.2782115428680216,0.05377759096898585,0,278
69,17.0,0.0042,68.5,train,-1.2359424414487237,-1.1802275318500024,0.849854719792441,0,278
70,15.0,0.0035,67.5,train,-1.258582058274993,-1.208806201730258,0.5037342289996339,0,278
71,20.0,0.0053,67.0,train,-1.2019830162093197,-1.1353181934667436,0.33067398360323047,0,278
72,12.0,0.0032,66.6,train,-1.292541483514397,-1.2210542031075104,0.1922257872861057,0,278
73,18.0,0.0049,66.3,train,-1.224622633035589,-1.1516488619697467,0.08838964004826458,0,278
74,19.0,0.0043,67.7,train,-1.2133028246224542,-1.1761448647242516,0.5729583271581964,0,278
75,15.0,0.0032,68.7,train,-1.258582058274993,-1.2210542031075104,0.9190788179510033,0,278
76,16.0,0.0039,68.4,train,-1.2472622498618582,-1.1924755332272547,0.8152426707131623,0,278
77,21.0,0.0059,66.3,train,-1.190663207796185,-1.1108221907122386,0.08838964004826458,0,278
78,26.0,0.0061,67.6,train,-1.1340641657305117,-1.1026568564607369,0.5383462780789127,0,278
79,24.0,0.0056,68.8,train,-1.156703782556781,-1.123070192089491,0.953690867030282,0,278
80,17.0,0.0043,67.1,train,-1.2359424414487237,-1.1761448647242516,0.3652860326825092,0,278
81,34.0,0.0074,67.7,train,-1.0435056984254345,-1.0495821838259765,0.5729583271581964,0,278
82,25.0,0.0072,67.2,train,-1.1453839741436465,-1.057747518077478,0.39989808176179287,0,278
83,21.0,0.0064,65.5,train,-1.190663207796185,-1.0904088550834845,-0.18850675258598004,0,278
84,26.0,0.0063,67.0,train,-1.1340641657305117,-1.0944915222092353,0.33067398360323047,0,278
85,19.0,0.0048,67.4,train,-1.2133028246224542,-1.1557315290954975,0.4691221799203552,0,278
86,28.0,0.0069,67.7,train,-1.1114245489042425,-1.0699955194547304,0.5729583271581964,0,278
87,29.0,0.009,64.9,train,-1.1001047404911077,-0.9842595098139634,-0.3961790470616623,0,278
88,24.0,0.0054,67.2,train,-1.156703782556781,-1.1312355263409926,0.39989808176179287,0,278
89,21.0,0.005,65.8,train,-1.190663207796185,-1.147566194843996,-0.08467060534813892,0,278
90,33.0,0.0075,66.6,train,-1.0548255068385692,-1.0454995167002257,0.1922257872861057,0,278
91,31.0,0.0071,67.2,train,-1.0774651236648385,-1.0618301852032288,0.39989808176179287,0,278
92,45.0,0.0106,67.2,train,-0.9189878058809533,-0.9189368358019505,0.39989808176179287,0,278
93,36.0,0.0083,66.9,train,-1.0208660815991653,-1.012838179694219,0.29606193452395174,0,278
94,47.0,0.0116,67.7,train,-0.896348189054684,-0.8781101645444424,0.5729583271581964,0,278
95,40.0,0.01,67.0,train,-0.9755868479466266,-0.9434328385564552,0.33067398360323047,0,278
96,36.0,0.0088,67.0,train,-1.0208660815991653,-0.9924248440654649,0.33067398360323047,0,278
97,43.0,0.0111,66.9,train,-0.9416274227072227,-0.8985235001731964,0.29606193452395174,0,278
98,36.0,0.0079,66.8,train,-1.0208660815991653,-1.0291688481972223,0.2614498854446681,0,278
99,39.0,0.0096,67.8,train,-0.9869066563597613,-0.9597635070594586,0.6075703762374751,0,278
100,26.0,0.0064,66.9,train,-1.1340641657305117,-1.0904088550834845,0.29606193452395174,0,278
101,48.0,0.0106,67.2,train,-0.8850283806415494,-0.9189368358019505,0.39989808176179287,0,278
102,38.0,0.0088,67.2,train,-0.9982264647728959,-0.9924248440654649,0.39989808176179287,0,278
103,37.0,0.0094,67.0,train,-1.0095462731860305,-0.9679288413109602,0.33067398360323047,0,278
104,54.0,0.0121,67.4,train,-0.8171095301627415,-0.8576968289156882,0.4691221799203552,0,278
105,56.0,0.0128,67.2,train,-0.7944699133364722,-0.8291181590354326,0.39989808176179287,0,278
106,40.0,0.0101,66.6,train,-0.9755868479466266,-0.9393501714307045,0.1922257872861057,0,278
107,57.0,0.0145,67.8,train,-0.7831501049233375,-0.7597128178976688,0.6075703762374751,0,278
108,52.0,0.0129,66.8,train,-0.8397491469890108,-0.8250354919096816,0.2614498854446681,0,278
109,52.0,0.0124,66.5,train,-0.8397491469890108,-0.8454488275384358,0.15761373820682698,0,278
110,54.0,0.012,67.4,train,-0.8171095301627415,-0.861779496041439,0.4691221799203552,0,278
111,52.0,0.0137,66.8,train,-0.8397491469890108,-0.7923741549036752,0.2614498854446681,0,278
112,52.0,0.0115,66.8,train,-0.8397491469890108,-0.8821928316701931,0.2614498854446681,0,278
113,61.0,0.0156,67.1,train,-0.7378708712707989,-0.7148034795144098,0.3652860326825092,0,278
114,53.0,0.0119,67.7,train,-0.8284293385758761,-0.8658621631671898,0.5729583271581964,0,278
115,56.0,0.0135,67.1,train,-0.7944699133364722,-0.8005394891551769,0.3652860326825092,0,278
116,78.0,0.0179,67.3,train,-0.5454341282475098,-0.6209021356221411,0.4345101308410716,0,278
117,68.0,0.0161,67.0,train,-0.6586322123788564,-0.6943901438856558,0.33067398360323047,0,278
118,78.0,0.0185,67.7,train,-0.5454341282475098,-0.5964061328676363,0.5729583271581964,0,278
119,72.0,0.0177,66.3,train,-0.6133529787263178,-0.6290674698736427,0.08838964004826458,0,278
120,64.0,0.015,67.0,train,-0.703911446031395,-0.7392994822689147,0.33067398360323047,0,278
121,82.0,0.0184,68.0,train,-0.5001548945949712,-0.6004887999933871,0.6767944743960375,0,278
122,88.0,0.0213,67.8,train,-0.4322360441161633,-0.4820914533466135,0.6075703762374751,0,278
123,73.0,0.0162,67.7,train,-0.602033170313183,-0.690307476759905,0.5729583271581964,0,278
124,87.0,0.0194,68.7,train,-0.44355585252929797,-0.559662128735879,0.9190788179510033,0,278
125,78.0,0.0178,68.8,train,-0.5454341282475098,-0.6249848027478919,0.953690867030282,0,278
126,94.0,0.0223,68.1,train,-0.36431719363735543,-0.44126478208910536,0.7114065234753162,0,278
127,97.0,0.0227,67.3,train,-0.33035776839795145,-0.42493411358610206,0.4345101308410716,0,278
128,105.0,0.0248,67.0,train,-0.23979930109287423,-0.3391981039453351,0.33067398360323047,0,278
129,110.0,0.0263,67.5,train,-0.18320025902720097,-0.2779580970590729,0.5037342289996339,0,278
130,75.0,0.0184,67.1,train,-0.5793935534869138,-0.6004887999933871,0.3652860326825092,0,278
131,117.0,0.0282,66.7,train,-0.10396160013525842,-0.2003874216698075,0.22683783636538934,0,278
132,91.0,0.0226,66.3,train,-0.39827661887675936,-0.429016780711853,0.08838964004826458,0,278
133,118.0,0.0266,68.5,train,-0.09264179172212376,-0.2657100956818205,0.849854719792441,0,278
134,102.0,0.0238,68.0,train,-0.2737587263322782,-0.3800247752028431,0.6767944743960375,0,278
135,95.0,0.0226,67.3,train,-0.35299738522422075,-0.429016780711853,0.4345101308410716,0,278
136,69.0,0.0171,68.2,train,-0.6473124039657216,-0.6535634726281476,0.7460185725545998,0,278
137,140.0,0.0325,68.3,train,0.15639399336683857,-0.02483273526252251,0.7806306216338785,0,278
138,125.0,0.0293,67.6,train,-0.013403132830181203,-0.15547808328654855,0.5383462780789127,0,278
139,128.0,0.03,67.9,train,0.020556292409222753,-0.1268994134062929,0.6421824253167587,0,278
140,150.0,0.0359,66.8,train,0.2695920774981851,0.11397794701300511,0.2614498854446681,0,278
141,125.0,0.0286,67.5,train,-0.013403132830181203,-0.1840567531668042,0.5037342289996339,0,278
142,154.0,0.0367,66.4,train,0.3148713111507237,0.1466392840190117,0.12300168912754823,0,278
143,131.0,0.0309,67.0,train,0.054515717648626706,-0.09015540927453553,0.33067398360323047,0,278
144,150.0,0.035,67.9,train,0.2695920774981851,0.07723394288124788,0.6421824253167587,0,278
145,138.0,0.0331,66.8,train,0.13375437654056926,-0.00033673250801778345,0.2614498854446681,0,278
146,138.0,0.0319,67.7,train,0.13375437654056926,-0.049328738017027515,0.5729583271581964,0,278
147,146.0,0.0341,67.0,train,0.22431284384564648,0.040489938749490376,0.33067398360323047,0,278
148,111.0,0.0266,67.3,train,-0.17188045061406632,-0.2657100956818205,0.4345101308410716,0,278
149,35.0,0.008,67.4,train,-1.0321858900122998,-1.0250861810714715,0.4691221799203552,0,278
150,135.0,0.0331,67.1,train,0.09979495130116531,-0.00033673250801778345,0.3652860326825092,0,278
151,144.0,0.0327,67.8,train,0.20167322701937718,-0.016667401011020933,0.6075703762374751,0,278
152,121.0,0.0283,68.0,train,-0.05868236648271981,-0.19630475454405671,0.6767944743960375,0,278
153,120.0,0.0277,68.2,train,-0.07000217489585446,-0.22080075729856158,0.7460185725545998,0,278
154,138.0,0.0316,68.5,train,0.13375437654056926,-0.06157673939427973,0.849854719792441,0,278
155,114.0,0.026,68.3,train,-0.13792102537466236,-0.2902060984363254,0.7806306216338785,0,278
156,137.0,0.0316,68.0,train,0.12243456812743461,-0.06157673939427973,0.6767944743960375,0,278
157,143.0,0.0331,68.1,train,0.19035341860624252,-0.00033673250801778345,0.7114065234753162,0,278
158,151.0,0.0348,68.1,train,0.2809118859113197,0.06906860862974602,0.7114065234753162,0,278
159,120.0,0.0279999999999999,68.0,train,-0.07000217489585446,-0.20855275592131317,0.6767944743960375,0,278
160,194.0,0.0458,67.6,train,0.7676636476761097,0.5181619924623355,0.5383462780789127,0,278
161,184.0,0.0418,68.0,train,0.6544655635447633,0.3548553074323028,0.6767944743960375,0,278
162,169.0,0.0391,68.2,train,0.48466843734774345,0.24462329503703115,0.7460185725545998,0,278
163,144.0,0.0329,68.4,train,0.20167322701937718,-0.008502066759519358,0.8152426707131623,0,278
164,181.0,0.0426,67.5,train,0.6205061383053593,0.3875166444383094,0.5037342289996339,0,278
165,162.0,0.0378,67.5,train,0.4054297784558009,0.1915486224022705,0.5037342289996339,0,278
166,149.0,0.0351,67.4,train,0.25827226908505047,0.08131661000699852,0.4691221799203552,0,278
167,178.0,0.0416,67.2,train,0.5865467130659553,0.34668997318080125,0.39989808176179287,0,278
168,171.0,0.0406,67.1,train,0.5073080541740128,0.3058633019232931,0.3652860326825092,0,278
169,150.0,0.035,67.5,train,0.2695920774981851,0.07723394288124788,0.5037342289996339,0,278
170,142.0,0.0327,68.3,train,0.17903361019310787,-0.016667401011020933,0.7806306216338785,0,278
171,141.0,0.0327,68.2,train,0.16771380177997322,-0.016667401011020933,0.7460185725545998,0,278
172,144.0,0.0329,68.4,train,0.20167322701937718,-0.008502066759519358,0.8152426707131623,0,278
173,163.0,0.037,68.5,train,0.41674958686893554,0.15888728539626393,0.849854719792441,0,278
174,146.0,0.0342,68.1,train,0.22431284384564648,0.044572605875241304,0.7114065234753162,0,278
175,155.0,0.0374,67.0,train,0.3261911195638583,0.17521795389926734,0.33067398360323047,0,278
176,175.0,0.0395,68.4,train,0.5525872878265514,0.2609539635400343,0.8152426707131623,0,278
177,132.0,0.0303,68.7,train,0.06583552606176137,-0.11465141202904039,0.9190788179510033,0,278
178,133.0,0.0312,67.8,train,0.07715533447489602,-0.07790740789728316,0.6075703762374751,0,278
179,141.0,0.0318,68.3,train,0.16771380177997322,-0.05341140514277816,0.7806306216338785,0,278
180,161.0,0.0363,69.0,train,0.39410997004266624,0.13030861551600825,1.0229149651888445,0,278
181,121.0,0.0278,68.4,train,-0.05868236648271981,-0.2167180901728108,0.8152426707131623,0,278
182,168.0,0.0383,68.3,train,0.47334862893460883,0.21196195803102458,0.7806306216338785,0,278
183,157.0,0.0367,67.7,train,0.3488307363901276,0.1466392840190117,0.5729583271581964,0,278
184,141.0,0.032,68.4,train,0.16771380177997322,-0.04524607089127659,0.8152426707131623,0,278
185,107.0,0.0263,67.3,train,-0.21715968426660492,-0.2779580970590729,0.4345101308410716,0,278
186,172.0,0.0385,68.5,train,0.5186278625871474,0.22012729228252614,0.849854719792441,0,278
187,113.0,0.0259,68.3,train,-0.149240833787797,-0.29428876556207617,0.7806306216338785,0,278
188,134.0,0.0309,68.1,train,0.08847514288803067,-0.09015540927453553,0.7114065234753162,0,278
189,143.0,0.033,68.1,train,0.19035341860624252,-0.004419399633768429,0.7114065234753162,0,278
190,129.0,0.0296,68.3,train,0.0318761008223574,-0.14323008190929604,0.7806306216338785,0,278
191,184.0,0.0421,67.9,train,0.6544655635447633,0.36710330880955533,0.6421824253167587,0,278
192,107.0,0.0252,68.4,train,-0.21715968426660492,-0.3228674354423318,0.8152426707131623,0,278
193,147.0,0.0339,67.8,train,0.23563265225878113,0.032324604497988796,0.6075703762374751,0,278
194,143.0,0.033,68.0,train,0.19035341860624252,-0.004419399633768429,0.6767944743960375,0,278
195,149.0,0.0328,69.0,train,0.25827226908505047,-0.012584733885270004,1.0229149651888445,0,278
196,136.0,0.0305,69.4,train,0.11111475971429996,-0.10648607777753882,1.1613631615059692,0,278
197,154.0,0.0357,68.7,train,0.3148713111507237,0.10581261276150354,0.9190788179510033,0,278
198,155.0,0.0355,68.2,train,0.3261911195638583,0.09764727851000168,0.7460185725545998,0,278
199,126.0,0.0286,68.6,train,-0.0020833244170465506,-0.1840567531668042,0.8844667688717197,0,278
200,159.0,0.0376,67.5,train,0.37147035321639693,0.18338328815076893,0.5037342289996339,0,278
201,113.0,0.0261,67.4,train,-0.149240833787797,-0.28612343131057444,0.4691221799203552,0,278
202,160.0,0.0363,68.1,train,0.3827901616295316,0.13030861551600825,0.7114065234753162,0,278
203,115.0,0.0268,67.8,train,-0.1266012169615277,-0.2575447614303188,0.6075703762374751,0,278
204,141.0,0.0318,68.9,train,0.16771380177997322,-0.05341140514277816,0.9883029161095658,0,278
205,148.0,0.0337,69.4,train,0.24695246067191579,0.024159270246487223,1.1613631615059692,0,278
206,121.0,0.0283,68.8,train,-0.05868236648271981,-0.19630475454405671,0.953690867030282,0,278
207,101.0,0.0235,68.5,train,-0.28507853474541284,-0.39227277658009563,0.849854719792441,0,278
208,131.0,0.0298,69.3,train,0.054515717648626706,-0.13506474765779447,1.1267511124266856,0,278
209,132.0,0.0318,67.9,train,0.06583552606176137,-0.05341140514277816,0.6421824253167587,0,278
210,128.0,0.0308,67.2,train,0.020556292409222753,-0.09423807640028632,0.39989808176179287,0,278
211,115.0,0.0274,68.3,train,-0.1266012169615277,-0.23304875867581393,0.7806306216338785,0,278
212,18.0,0.0042,68.8,train,-1.224622633035589,-1.1802275318500024,0.953690867030282,0,278
213,88.0,0.0204,68.7,train,-0.4322360441161633,-0.5188354574783708,0.9190788179510033,0,278
214,120.0,0.0291,67.7,train,-0.07000217489585446,-0.16364341753805012,0.5729583271581964,0,278
215,128.0,0.0307,67.5,train,0.020556292409222753,-0.0983207435260371,0.5037342289996339,0,278
216,97.0,0.0244,67.1,train,-0.33035776839795145,-0.35552877244833825,0.3652860326825092,0,278
217,87.0,0.0202,68.1,train,-0.44355585252929797,-0.5270007917298725,0.7114065234753162,0,278
218,74.0,0.0177,68.2,train,-0.5907133619000484,-0.6290674698736427,0.7460185725545998,0,278
219,94.0,0.0219,68.8,train,-0.36431719363735543,-0.45759545059210865,0.953690867030282,0,278
220,123.0,0.0288,68.3,train,-0.036042749656450504,-0.17589141891530263,0.7806306216338785,0,278
221,101.0,0.0235,68.7,train,-0.28507853474541284,-0.39227277658009563,0.9190788179510033,0,278
222,93.0,0.0217,68.6,train,-0.37563700205049005,-0.4657607848436102,0.8844667688717197,0,278
223,100.0,0.023,69.1,train,-0.2963983431585475,-0.4126861122088497,1.0575270142681232,0,278
224,130.0,0.0297,69.1,train,0.043195909235492054,-0.13914741478354525,1.0575270142681232,0,278
225,136.0,0.0322,68.3,train,0.11111475971429996,-0.037080736639775014,0.7806306216338785,0,278
226,62.0,0.0149,68.3,train,-0.7265510628576642,-0.7433821493946655,0.7806306216338785,0,278
227,107.0,0.0246,68.8,train,-0.21715968426660492,-0.3473634381968367,0.953690867030282,0,278
228,81.0,0.0191,67.9,train,-0.5114747030081058,-0.5719101301131314,0.6421824253167587,0,278
229,100.0,0.023,68.2,train,-0.2963983431585475,-0.4126861122088497,0.7460185725545998,0,278
230,78.0,0.0179,68.5,train,-0.5454341282475098,-0.6209021356221411,0.849854719792441,0,278
231,106.0,0.0251,68.8,train,-0.22847949267973958,-0.3269501025680826,0.953690867030282,0,278
232,104.0,0.0234,68.6,train,-0.2511191095060089,-0.3963554437058464,0.8844667688717197,0,278
233,86.0,0.0203,68.2,train,-0.4548756609424326,-0.5229181246041217,0.7460185725545998,0,278
234,94.0,0.022,68.3,train,-0.36431719363735543,-0.45351278346635787,0.7806306216338785,0,278
235,70.0,0.0165,68.3,train,-0.635992595552587,-0.6780594753826524,0.7806306216338785,0,278
236,106.0,0.0243,68.9,train,-0.22847949267973958,-0.3596114395740892,0.9883029161095658,0,278
237,65.0,0.0148,68.8,train,-0.6925916376182603,-0.7474648165204163,0.953690867030282,0,278
238,101.0,0.0261,66.9,train,-0.28507853474541284,-0.28612343131057444,0.29606193452395174,0,278
239,89.0,0.0203,68.2,train,-0.42091623570302866,-0.5229181246041217,0.7460185725545998,0,278
240,54.0,0.0124,68.8,train,-0.8171095301627415,-0.8454488275384358,0.953690867030282,0,278
241,67.0,0.0154,68.5,train,-0.669952020791991,-0.7229688137659114,0.849854719792441,0,278
242,75.0,0.0176,69.0,train,-0.5793935534869138,-0.6331501369993935,1.0229149651888445,0,278
243,70.0,0.017,68.7,train,-0.635992595552587,-0.6576461397538984,0.9190788179510033,0,278
244,90.0,0.0212,67.8,train,-0.40959642728989404,-0.4861741204723643,0.6075703762374751,0,278
245,81.0,0.0201,67.8,train,-0.5114747030081058,-0.5310834588556232,0.6075703762374751,0,278
246,66.0,0.0152,69.1,train,-0.6812718292051256,-0.731134148017413,1.0575270142681232,0,278
247,74.0,0.0177,67.9,train,-0.5907133619000484,-0.6290674698736427,0.6421824253167587,0,278
248,77.0,0.0176,68.4,train,-0.5567539366606444,-0.6331501369993935,0.8152426707131623,0,278
249,58.0,0.0138,68.2,train,-0.7718302965102029,-0.7882914877779245,0.7460185725545998,0,278
250,47.0,0.0106,67.8,train,-0.896348189054684,-0.9189368358019505,0.6075703762374751,0,278
251,51.0,0.0119,68.4,train,-0.8510689554021454,-0.8658621631671898,0.8152426707131623,0,278
252,63.0,0.0149,68.2,train,-0.7152312544445296,-0.7433821493946655,0.7460185725545998,0,278
253,71.0,0.0177,68.2,train,-0.6246727871394524,-0.6290674698736427,0.7460185725545998,0,278
254,59.0,0.0136,68.7,train,-0.7605104880970682,-0.796456822029426,0.9190788179510033,0,278
255,54.0,0.0137,67.7,train,-0.8171095301627415,-0.7923741549036752,0.5729583271581964,0,278
256,59.0,0.0139999999999999,68.2,train,-0.7605104880970682,-0.7801261535264268,0.7460185725545998,0,278
257,70.0,0.0168,67.7,train,-0.635992595552587,-0.6658114740054001,0.5729583271581964,0,278
258,50.0,0.0114,68.3,train,-0.8623887638152801,-0.8862754987959439,0.7806306216338785,0,278
259,60.0,0.0137,69.2,train,-0.7491906796839336,-0.7923741549036752,1.0921390633474068,0,278
260,59.0,0.0144,67.4,train,-0.7605104880970682,-0.7637954850234195,0.4691221799203552,0,278
261,52.0,0.0137,67.7,train,-0.8397491469890108,-0.7923741549036752,0.5729583271581964,0,278
262,55.0,0.0149,67.3,train,-0.8057897217496068,-0.7433821493946655,0.4345101308410716,0,278
263,39.0,0.0099,67.0,train,-0.9869066563597613,-0.9475155056822061,0.33067398360323047,0,278
264,39.0,0.0095,68.1,train,-0.9869066563597613,-0.9638461741852092,0.7114065234753162,0,278
265,53.0,0.0131,67.6,train,-0.8284293385758761,-0.81687015765818,0.5383462780789127,0,278
266,54.0,0.0133,67.2,train,-0.8171095301627415,-0.8087048234066785,0.39989808176179287,0,278
267,42.0,0.0104,67.9,train,-0.9529472311203573,-0.9271021700534521,0.6421824253167587,0,278
268,35.0,0.0085,68.6,train,-1.0321858900122998,-1.0046728454427174,0.8844667688717197,0,278
269,29.0,0.0079,66.2,train,-1.1001047404911077,-1.0291688481972223,0.05377759096898585,0,278
270,45.0,0.0113,66.7,train,-0.9189878058809533,-0.8903581659216948,0.22683783636538934,0,278
271,27.0,0.0077,68.3,train,-1.122744357317377,-1.037334182448724,0.7806306216338785,0,278
272,41.0,0.0099,67.8,train,-0.9642670395334919,-0.9475155056822061,0.6075703762374751,0,278
273,47.0,0.0118,68.6,train,-0.896348189054684,-0.8699448302929408,0.8844667688717197,0,278
274,40.0,0.0095,67.7,train,-0.9755868479466266,-0.9638461741852092,0.5729583271581964,0,278
275,32.0,0.0074,67.6,train,-1.0661453152517038,-1.0495821838259765,0.5383462780789127,0,278
276,26.0,0.0059,67.5,train,-1.1340641657305117,-1.1108221907122386,0.5037342289996339,0,278
277,25.0,0.0067,67.6,train,-1.1453839741436465,-1.078160853706232,0.5383462780789127,0,278
278,25.0,0.0066,67.1,train,-1.1453839741436465,-1.0822435208319827,0.3652860326825092,0,278
279,35.0,0.008,67.9,train,-1.0321858900122998,-1.0250861810714715,0.6421824253167587,0,278
280,35.0,0.0084,67.0,train,-1.0321858900122998,-1.0087555125684684,0.33067398360323047,0,278
