time_step,flow,occupancy,speed,split,z_flow,z_occupancy,z_speed,is_anomaly
85,44.0,0.0059,68.1,train,-1.3089061336788521,-1.3126381892151278,0.9636837309511037,0
86,49.0,0.0069,68.4,train,-1.2798410848299322,-1.2769353847845673,1.047068585387917,0
87,52.0,0.0077,67.3,train,-1.2624020555205802,-1.2483731412401189,0.7413241191196107,0
88,49.0,0.0069,67.1,train,-1.2798410848299322,-1.2769353847845673,0.6857342161617366,0
89,70.0,0.0095,67.0,train,-1.1577678796644686,-1.1841080932651096,0.6579392646828014,0
90,52.0,0.0073,66.6,train,-1.2624020555205802,-1.262654263012343,0.546759458767053,0
91,73.0,0.0099,67.9,train,-1.1403288503551168,-1.1698269714928855,0.9080938279932335,0
92,75.0,0.0105,67.1,train,-1.1287028308155487,-1.1484052888345488,0.6857342161617366,0
93,66.0,0.0087,66.9,train,-1.1810199187436046,-1.2126703368095582,0.6301443132038663,0
94,63.0,0.0083,67.0,train,-1.1984589480529564,-1.2269514585817825,0.6579392646828014,0
95,90.0,0.0124,67.7,train,-1.0415076842687891,-1.0805699604164838,0.8525039250353592,0
96,72.0,0.0102,66.4,train,-1.1461418601249007,-1.1591161301637172,0.4911695558091827,0
97,69.0,0.0101,66.5,train,-1.1635808894342525,-1.1626864106067734,0.5189645072881178,0
98,64.0,0.0097,67.2,train,-1.1926459382831724,-1.1769675323789974,0.7135291676406756,0
99,68.0,0.0099,66.8,train,-1.1693938992040367,-1.1698269714928855,0.6023493617249271,0
100,77.0,0.0112,66.8,train,-1.1170768112759808,-1.1234133257331564,0.6023493617249271,0
101,89.0,0.0122,67.0,train,-1.047320694038573,-1.087710521302596,0.6579392646828014,0
102,102.0,0.0138,67.1,train,-0.9717515670313814,-1.030586034213699,0.6857342161617366,0
103,99.0,0.0131,68.0,train,-0.9891905963407334,-1.0555779973150914,0.9358887794721685,0
104,92.0,0.012,68.6,train,-1.0298816647292213,-1.094851082188708,1.1026584883457873,0
105,108.0,0.0146,67.8,train,-0.9368735084126776,-1.0020237906692504,0.8802988765142943,0
106,88.0,0.0127,66.6,train,-1.053133703808357,-1.0698591190873157,0.546759458767053,0
107,98.0,0.0141,66.7,train,-0.9950036061105173,-1.0198751928845307,0.5745544102459921,0
108,126.0,0.0176,66.9,train,-0.832239332556566,-0.8949153773775685,0.6301443132038663,0
109,114.0,0.0155,67.1,train,-0.9019954497939737,-0.9698912666817459,0.6857342161617366,0
110,106.0,0.015,67.5,train,-0.9484995279522455,-0.9877426688970262,0.796914022077485,0
111,126.0,0.0167,68.1,train,-0.832239332556566,-0.9270479013650731,0.9636837309511037,0
112,134.0,0.0178,68.0,train,-0.7857352543982942,-0.8877748164914564,0.9358887794721685,0
113,127.0,0.0168,68.1,train,-0.826426322786782,-0.9234776209220171,0.9636837309511037,0
114,116.0,0.0158,67.6,train,-0.8903694302544057,-0.9591804253525776,0.8247089735564201,0
115,128.0,0.0168,68.2,train,-0.820613313016998,-0.9234776209220171,0.9914786824300428,0
116,129.0,0.0174,68.2,train,-0.8148003032472141,-0.9020559382636807,0.9914786824300428,0
117,154.0,0.0207,67.9,train,-0.6694750590026146,-0.7842366836428306,0.9080938279932335,0
118,154.0,0.0212,67.6,train,-0.6694750590026146,-0.7663852814275502,0.8247089735564201,0
119,152.0,0.0205,67.4,train,-0.6811010785421826,-0.7913772445289426,0.7691190705985499,0
120,154.0,0.0216,67.3,train,-0.6694750590026146,-0.752104159655326,0.7413241191196107,0
121,160.0,0.0229,66.9,train,-0.6345970003839108,-0.7056905138955972,0.6301443132038663,0
122,183.0,0.0243,67.6,train,-0.5008977756788794,-0.6557065876928123,0.8247089735564201,0
123,173.0,0.0245,66.3,train,-0.5590278733767191,-0.6485660268067002,0.46337460433024363,0
124,170.0,0.0231,67.0,train,-0.576466902686071,-0.6985499530094851,0.6579392646828014,0
125,181.0,0.0251,66.9,train,-0.5125237952184473,-0.6271443441483637,0.6301443132038663,0
126,222.0,0.0323,65.5,train,-0.27419039465730427,-0.37008415224832714,0.24101499249875072,0
127,216.0,0.0297,66.6,train,-0.3090684532760081,-0.46291144376778487,0.546759458767053,0
128,201.0,0.0278,66.8,train,-0.39626359982276776,-0.5307467721858502,0.6023493617249271,0
129,215.0,0.0302,66.4,train,-0.3148814630457921,-0.44506004155250456,0.4911695558091827,0
130,233.0,0.0318,67.0,train,-0.21024728718968053,-0.3879355544636075,0.6579392646828014,0
131,238.0,0.0313,68.1,train,-0.18118223834076064,-0.4057869566788878,0.9636837309511037,0
132,216.0,0.0292,67.4,train,-0.3090684532760081,-0.4807628459830652,0.7691190705985499,0
133,215.0,0.0285,67.9,train,-0.3148814630457921,-0.5057548090844576,0.9080938279932335,0
134,247.0,0.034,67.0,train,-0.12886515041270485,-0.30938938471637406,0.6579392646828014,0
135,232.0,0.0311,67.3,train,-0.2160602969594645,-0.412927517565,0.7413241191196107,0
136,254.0,0.0348,66.8,train,-0.08817408202421703,-0.28082714117192575,0.6023493617249271,0
137,282.0,0.0393,66.4,train,0.0745901915297343,-0.12016452123440276,0.4911695558091827,0
138,282.0,0.0388,66.0,train,0.0745901915297343,-0.13801592344968308,0.37998974989343426,0
139,253.0,0.0347,66.3,train,-0.09398709179400101,-0.28439742161498166,0.46337460433024363,0
140,276.0,0.0375,66.5,train,0.03971213291103044,-0.184429569209412,0.5189645072881178,0
141,285.0,0.0398,65.9,train,0.09202922083908623,-0.10231311901912243,0.35219479841449913,0
142,323.0,0.0475,64.4,train,0.31292359209087733,0.1725984750961944,-0.06472947376955156,0
143,285.0,0.0391,65.2,train,0.09202922083908623,-0.12730508212051483,0.15763013806194137,0
144,290.0,0.0387,66.5,train,0.12109426968800611,-0.14158620389273927,0.5189645072881178,0
145,298.0,0.0416,65.7,train,0.16759834784627792,-0.03804807104411343,0.29660489545662494,0
146,335.0,0.0463,66.1,train,0.38267970932828504,0.12975510977952165,0.4077847013723694,0
147,281.0,0.0382,66.8,train,0.06877718175995033,-0.1594376061080196,0.6023493617249271,0
148,351.0,0.0496,65.7,train,0.4756878656448287,0.24757436440037164,0.29660489545662494,0
149,278.0,0.0391,65.1,train,0.0513381524505984,-0.12730508212051483,0.12983518658300228,0
150,294.0,0.0402,65.9,train,0.14434630876714202,-0.08803199724689827,0.35219479841449913,0
151,312.0,0.0435,65.6,train,0.2489804846232536,0.02978725737395173,0.2688099439776859,0
152,341.0,0.0484,65.0,train,0.4175577679469889,0.20473099908369888,0.10204023510406715,0
153,297.0,0.04,66.3,train,0.16178533807649395,-0.09517255813301034,0.46337460433024363,0
154,297.0,0.0408,66.2,train,0.16178533807649395,-0.06661031458856177,0.4355796528513085,0
155,332.0,0.0453,66.5,train,0.3652406800189331,0.09405230534896097,0.5189645072881178,0
156,335.0,0.0454,66.8,train,0.38267970932828504,0.09762258579201714,0.6023493617249271,0
157,301.0,0.0432,65.5,train,0.18503737715562985,0.019076416044783728,0.24101499249875072,0
158,314.0,0.0442,65.2,train,0.26060650416282155,0.05477922047534439,0.15763013806194137,0
159,308.0,0.0435,65.0,train,0.22572844554411767,0.02978725737395173,0.10204023510406715,0
160,304.0,0.0443,64.4,train,0.20247640646498177,0.05834950091840031,-0.06472947376955156,0
161,326.0,0.0454,64.7,train,0.33036262140022926,0.09762258579201714,0.018655380667257797,0
162,337.0,0.046,66.1,train,0.394305728867853,0.11904426845035339,0.4077847013723694,0
163,325.0,0.0447,66.2,train,0.32454961163044527,0.07263062269062448,0.4355796528513085,0
164,314.0,0.0435,65.8,train,0.26060650416282155,0.02978725737395173,0.32439984693556007,0
165,331.0,0.046,65.7,train,0.3594276702491491,0.11904426845035339,0.29660489545662494,0
166,348.0,0.0474,66.7,train,0.45824883633547675,0.16902819465313823,0.5745544102459921,0
167,355.0,0.0503,65.9,train,0.49893990472396454,0.27256632750176407,0.35219479841449913,0
168,355.0,0.0512,64.6,train,0.49893990472396454,0.3046988514892688,-0.009139570811681288,0
169,334.0,0.0459,65.3,train,0.37686669955850105,0.11547398800729747,0.1854250895408765,0
170,341.0,0.046,66.6,train,0.4175577679469889,0.11904426845035339,0.546759458767053,0
171,317.0,0.0431,66.6,train,0.2780455334721735,0.015506135601727564,0.546759458767053,0
172,319.0,0.0435,66.9,train,0.2896715530117414,0.02978725737395173,0.6301443132038663,0
173,335.0,0.0458,66.9,train,0.38267970932828504,0.11190370756424131,0.6301443132038663,0
174,308.0,0.0433,65.7,train,0.22572844554411767,0.022646696487839648,0.29660489545662494,0
175,328.0,0.0464,65.3,train,0.3419886409397972,0.13332539022257756,0.1854250895408765,0
176,330.0,0.0447,66.1,train,0.3536146604793652,0.07263062269062448,0.4077847013723694,0
177,301.0,0.042,65.7,train,0.18503737715562985,-0.023766949271889017,0.29660489545662494,0
178,318.0,0.0469,64.2,train,0.2838585432419574,0.1511767924378579,-0.12031937672742576,0
179,324.0,0.0446,65.4,train,0.3187366018606613,0.06906034224756856,0.21322004101981556,0
180,300.0,0.0415,65.5,train,0.17922436738584588,-0.04161835148716935,0.24101499249875072,0
181,348.0,0.0485,65.5,train,0.45824883633547675,0.20830127952675506,0.24101499249875072,0
182,319.0,0.043,66.4,train,0.2896715530117414,0.011935855158671398,0.4911695558091827,0
183,280.0,0.0376,66.9,train,0.06296417199016635,-0.18085928876635585,0.6301443132038663,0
184,279.0,0.0383,66.4,train,0.05715116222038237,-0.15586732566496342,0.4911695558091827,0
185,300.0,0.0409999999999999,66.8,train,0.17922436738584588,-0.0594697537024534,0.6023493617249271,0
186,298.0,0.0401,66.9,train,0.16759834784627792,-0.09160227768995442,0.6301443132038663,0
187,297.0,0.0403,67.0,train,0.16178533807649395,-0.0844617168038421,0.6579392646828014,0
188,281.0,0.0402,65.5,train,0.06877718175995033,-0.08803199724689827,0.24101499249875072,0
189,278.0,0.0379,66.2,train,0.0513381524505984,-0.1701484474371876,0.4355796528513085,0
190,314.0,0.0436,66.1,train,0.26060650416282155,0.0333575378170079,0.4077847013723694,0
191,304.0,0.0416,66.2,train,0.20247640646498177,-0.03804807104411343,0.4355796528513085,0
192,319.0,0.0447,66.1,train,0.2896715530117414,0.07263062269062448,0.4077847013723694,0
193,306.0,0.0428,66.0,train,0.21410242600454973,0.004795294272559315,0.37998974989343426,0
194,302.0,0.0426,66.4,train,0.1908503869254138,-0.0023452666135527684,0.4911695558091827,0
195,307.0,0.0424,66.5,train,0.2199154357743337,-0.009485827499664852,0.5189645072881178,0
196,275.0,0.0364,67.2,train,0.03389912314124647,-0.22370265408302858,0.7135291676406756,0
197,288.0,0.0386,68.2,train,0.10946825014843815,-0.14515648433579517,0.9914786824300428,0
198,290.0,0.0385,68.5,train,0.12109426968800611,-0.14872676477885136,1.0748635368668522,0
199,260.0,0.0353,68.2,train,-0.053296023405513177,-0.26297573895664544,0.9914786824300428,0
200,271.0,0.0381,66.9,train,0.010647084062110563,-0.1630078865510755,0.6301443132038663,0
201,307.0,0.0427,66.7,train,0.2199154357743337,0.0012250138295033972,0.5745544102459921,0
202,313.0,0.0444,65.8,train,0.25479349439303756,0.061919781361456476,0.32439984693556007,0
203,264.0,0.036,66.7,train,-0.030043984326377268,-0.23798377585525302,0.5745544102459921,0
204,301.0,0.0409999999999999,68.4,train,0.18503737715562985,-0.0594697537024534,1.047068585387917,0
205,279.0,0.0391,68.5,train,0.05715116222038237,-0.12730508212051483,1.0748635368668522,0
206,306.0,0.043,68.6,train,0.21410242600454973,0.011935855158671398,1.1026584883457873,0
207,283.0,0.0398,68.6,train,0.08040320129951828,-0.10231311901912243,1.1026584883457873,0
208,272.0,0.0387,68.0,train,0.016460093831894538,-0.14158620389273927,0.9358887794721685,0
209,277.0,0.0391,68.1,train,0.04552514268081442,-0.12730508212051483,0.9636837309511037,0
210,257.0,0.0367,67.7,train,-0.0707350527148651,-0.21299181275386034,0.8525039250353592,0
211,250.0,0.0353,67.8,train,-0.11142612110335294,-0.26297573895664544,0.8802988765142943,0
212,246.0,0.0352,67.3,train,-0.13467816018248885,-0.26654601939970135,0.7413241191196107,0
213,287.0,0.0424,66.4,train,0.10365524037865419,-0.009485827499664852,0.4911695558091827,0
214,254.0,0.0363,67.4,train,-0.08817408202421703,-0.22727293452608474,0.7691190705985499,0
215,252.0,0.0358,67.6,train,-0.09980010156378498,-0.24512433674136508,0.8247089735564201,0
216,255.0,0.0365,67.5,train,-0.08236107225443305,-0.22013237363997268,0.796914022077485,0
217,296.0,0.0437,66.5,train,0.15597232830670996,0.03692781826006406,0.5189645072881178,0
218,255.0,0.0366,67.2,train,-0.08236107225443305,-0.2165620931969165,0.7135291676406756,0
219,239.0,0.0347,66.7,train,-0.17536922857097667,-0.28439742161498166,0.5745544102459921,0
220,262.0,0.0379,66.6,train,-0.04167000386594522,-0.1701484474371876,0.546759458767053,0
221,217.0,0.0302,67.8,train,-0.30325544350622413,-0.44506004155250456,0.8802988765142943,0
222,227.0,0.0325,67.8,train,-0.24512534580838438,-0.3629435913622151,0.8802988765142943,0
223,239.0,0.0336,68.3,train,-0.17536922857097667,-0.3236705064885985,1.0192736339089778,0
224,270.0,0.038,68.5,train,0.004834074292326587,-0.16657816699413167,1.0748635368668522,0
225,234.0,0.0326,68.6,train,-0.20443427741989656,-0.35937331091915914,1.1026584883457873,0
226,220.0,0.0312,68.3,train,-0.2858164141968722,-0.409357237121944,1.0192736339089778,0
227,226.0,0.0321,68.1,train,-0.25093835557816835,-0.3772247131344395,0.9636837309511037,0
228,272.0,0.0391,68.2,train,0.016460093831894538,-0.12730508212051483,0.9914786824300428,0
229,236.0,0.0327,68.9,train,-0.1928082578803286,-0.355803030476103,1.1860433427826005,0
230,243.0,0.0334,69.5,train,-0.15211718949184078,-0.33081106737471055,1.3528130516562193,0
231,263.0,0.0366,69.6,train,-0.03585699409616125,-0.2165620931969165,1.3806080031351544,0
232,230.0,0.0326,69.2,train,-0.22768631649903245,-0.35937331091915914,1.26942819721941,0
233,238.0,0.0331,69.3,train,-0.18118223834076064,-0.34152190870387883,1.297223148698345,0
234,238.0,0.0331,69.6,train,-0.18118223834076064,-0.34152190870387883,1.3806080031351544,0
235,204.0,0.0284,69.2,train,-0.37882457051341584,-0.5093250895275137,1.26942819721941,0
236,244.0,0.0346,69.1,train,-0.14630417972205678,-0.28796770205803784,1.2416332457404708,0
237,219.0,0.0315,68.7,train,-0.2916294239666562,-0.3986463957927757,1.1304534398247263,0
238,221.0,0.0319,68.3,train,-0.28000340442708826,-0.3843652740205516,1.0192736339089778,0
239,209.0,0.0286,69.2,train,-0.349759521664496,-0.5021845286414016,1.26942819721941,0
240,194.0,0.0273,69.1,train,-0.4369546682112556,-0.5485981744011303,1.2416332457404708,0
241,210.0,0.0285,69.6,train,-0.343946511894712,-0.5057548090844576,1.3806080031351544,0
242,192.0,0.0272,68.6,train,-0.44858068775082355,-0.5521684548441865,1.1026584883457873,0
243,218.0,0.0306,68.7,train,-0.2974424337364402,-0.4307789197802804,1.1304534398247263,0
244,233.0,0.0321,69.3,train,-0.21024728718968053,-0.3772247131344395,1.297223148698345,0
245,186.0,0.0265,68.3,train,-0.4834587463695274,-0.5771604179455789,1.0192736339089778,0
246,179.0,0.0253,68.1,train,-0.5241498147580153,-0.6200037832622517,0.9636837309511037,0
247,214.0,0.03,68.5,train,-0.32069447281557606,-0.45220060243861676,1.0748635368668522,0
248,195.0,0.0282,68.0,train,-0.4311416584414716,-0.5164656504136259,0.9358887794721685,0
249,165.0,0.0228,68.6,train,-0.605531951534991,-0.7092607943386532,1.1026584883457873,0
250,171.0,0.0236,68.6,train,-0.5706538929162871,-0.6806985507942047,1.1026584883457873,0
251,151.0,0.0211,68.5,train,-0.6869140883119665,-0.7699555618706063,1.0748635368668522,0
252,173.0,0.0241,68.6,train,-0.5590278733767191,-0.6628471485789245,1.1026584883457873,0
253,161.0,0.0223,68.2,train,-0.6287839906141268,-0.7271121965539336,0.9914786824300428,0
254,151.0,0.0212,68.5,train,-0.6869140883119665,-0.7663852814275502,1.0748635368668522,0
255,177.0,0.0245,68.5,train,-0.5357758342975832,-0.6485660268067002,1.0748635368668522,0
256,170.0,0.0238,68.8,train,-0.576466902686071,-0.6735579899080926,1.1582483913036614,0
257,172.0,0.0234,68.7,train,-0.564840883146503,-0.6878391116803169,1.1304534398247263,0
258,155.0,0.0215,68.5,train,-0.6636620492328307,-0.7556744400983821,1.0748635368668522,0
259,153.0,0.0207,69.0,train,-0.6752880687723987,-0.7842366836428306,1.2138382942615358,0
260,167.0,0.0222,69.6,train,-0.593905931995423,-0.7306824769969896,1.3806080031351544,0
261,159.0,0.0217,69.0,train,-0.6404100101536948,-0.7485338792122699,1.2138382942615358,0
262,175.0,0.025,68.2,train,-0.5474018538371511,-0.6307146245914198,0.9914786824300428,0
263,135.0,0.0187,68.3,train,-0.7799222446285102,-0.8556422925039519,1.0192736339089778,0
264,131.0,0.0183,67.8,train,-0.8031742837076461,-0.8699234142761761,0.8802988765142943,0
265,104.0,0.0145,67.3,train,-0.9601255474918134,-1.0055940711123066,0.7413241191196107,0
266,146.0,0.0198,68.8,train,-0.7159791371608865,-0.816369207630335,1.1582483913036614,0
267,154.0,0.021,68.6,train,-0.6694750590026146,-0.7735258423136624,1.1026584883457873,0
268,134.0,0.0199,67.1,train,-0.7857352543982942,-0.8127989271872791,0.6857342161617366,0
269,159.0,0.0225,67.0,train,-0.6404100101536948,-0.7199716356678215,0.6579392646828014,0
270,109.0,0.0154,67.5,train,-0.9310604986428935,-0.9734615471248019,0.796914022077485,0
271,95.0,0.0133,66.8,train,-1.0124426354198692,-1.0484374364289792,0.6023493617249271,0
272,106.0,0.0161,66.6,train,-0.9484995279522455,-0.9484695840234095,0.546759458767053,0
273,123.0,0.018,66.4,train,-0.8496783618659179,-0.8806342556053444,0.4911695558091827,0
274,114.0,0.0155,67.2,train,-0.9019954497939737,-0.9698912666817459,0.7135291676406756,0
275,112.0,0.0155,67.8,train,-0.9136214693335416,-0.9698912666817459,0.8802988765142943,0
276,73.0,0.0106,66.7,train,-1.1403288503551168,-1.144835008391493,0.5745544102459921,0
277,88.0,0.0129,67.8,train,-1.053133703808357,-1.0627185582012035,0.8802988765142943,0
278,71.0,0.0095,67.9,train,-1.1519548698946847,-1.1841080932651096,0.9080938279932335,0
279,89.0,0.0133,67.3,train,-1.047320694038573,-1.0484374364289792,0.7413241191196107,0
280,89.0,0.0123,68.3,train,-1.047320694038573,-1.08414024085954,1.0192736339089778,0
281,68.0,0.0097,67.3,train,-1.1693938992040367,-1.1769675323789974,0.7413241191196107,0
282,67.0,0.0091,67.7,train,-1.1752069089738206,-1.198389215037334,0.8525039250353592,0
283,74.0,0.0112,68.0,train,-1.1345158405853328,-1.1234133257331564,0.9358887794721685,0
284,72.0,0.0094,68.1,train,-1.1461418601249007,-1.1876783737081658,0.9636837309511037,0
285,75.0,0.0112,67.6,train,-1.1287028308155487,-1.1234133257331564,0.8247089735564201,0
286,71.0,0.0101,67.7,train,-1.1519548698946847,-1.1626864106067734,0.8525039250353592,0
287,61.0,0.008,67.8,train,-1.2100849675925245,-1.2376622999109506,0.8802988765142943,0
288,64.0,0.0087,66.8,train,-1.1926459382831724,-1.2126703368095582,0.6023493617249271,0
289,55.0,0.0075,68.4,train,-1.2449630262112283,-1.255513702126231,1.047068585387917,0
290,66.0,0.0092,67.8,train,-1.1810199187436046,-1.194818934594278,0.8802988765142943,0
291,69.0,0.0095,67.9,train,-1.1635808894342525,-1.1841080932651096,0.9080938279932335,0
292,41.0,0.0054,67.5,train,-1.326345162988204,-1.3304895914304082,0.796914022077485,0
293,52.0,0.0077,67.6,train,-1.2624020555205802,-1.2483731412401189,0.8247089735564201,0
