time_step,flow,speed,occupancy
162,493.0,0.0644,67.4
163,583.0,0.0828,65.6
164,587.0,0.0705,69.7
165,557.0,0.0645,72.1
166,642.0,0.0728,72.3
167,647.0,0.0786,71.1
168,522.0,0.0718,66.6
169,544.0,0.0665,68.7
170,558.0,0.0756,66.1
171,601.0,0.0975,60.8
172,630.0,0.0789,64.9
173,590.0,0.0706,67.9
174,643.0,0.0824,67.3
175,662.0,0.0805,67.6
176,608.0,0.0728,67.3
177,624.0,0.0753,67.4
178,642.0,0.0726,69.4
179,650.0,0.084,67.0
180,697.0,0.0805,68.6
181,639.0,0.0722,69.8
182,596.0,0.0711,69.0
183,499.0,0.0572,68.8
184,503.0,0.0689,65.3
185,668.0,0.0882,64.2
186,656.0,0.0908,62.5
187,644.0,0.0895,61.8
188,635.0,0.0865,62.7
189,643.0,0.0816,65.2
190,542.0,0.0848,60.9
191,645.0,0.0845,62.7
192,635.0,0.0816,65.3
193,554.0,0.0784,64.5
194,573.0,0.073,65.5
195,589.0,0.0801,64.5
196,586.0,0.0921,61.4
197,590.0,0.0789,62.3
198,629.0,0.0884,61.4
199,666.0,0.0793,67.2
200,616.0,0.1217,60.6
201,615.0,0.0995,58.5
202,657.0,0.0967,59.0
203,538.0,0.077,59.5
204,614.0,0.0924,59.4
205,517.0,0.0668,62.0
206,652.0,0.0853,63.6
207,628.0,0.1113,59.1
208,563.0,0.0972,56.5
209,637.0,0.1169,54.8
210,629.0,0.0869,57.8
211,632.0,0.0917,58.9
212,655.0,0.0845,62.9
213,563.0,0.0758,62.5
214,511.0,0.0742,61.1
215,549.0,0.0854,59.2
216,618.0,0.0823,61.3
217,519.0,0.0767,60.0
218,642.0,0.0981,58.8
219,530.0,0.07400000000000001,59.8
220,474.0,0.0758,58.7
221,581.0,0.0717,64.7
222,542.0,0.0843,61.4
223,420.0,0.063,60.1
224,519.0,0.0685,62.9
225,487.0,0.0721,61.1
226,507.0,0.0783,59.6
227,482.0,0.0853,57.9
228,457.0,0.0645,59.9
229,540.0,0.0915,60.0
230,428.0,0.067,59.2
231,464.0,0.0738,59.0
232,395.0,0.0588,60.4
233,447.0,0.0718,59.0
234,469.0,0.0785,59.9
235,420.0,0.0616,60.6
236,383.0,0.0793,57.4
237,409.0,0.0641,58.9
238,448.0,0.0679,59.2
239,425.0,0.0871,54.9
240,352.0,0.086,55.1
241,476.0,0.0742,58.6
242,433.0,0.0612,61.2
243,402.0,0.0808,57.7
244,355.0,0.0453,63.5
245,398.0,0.0488,69.9
246,390.0,0.0715,61.9
247,361.0,0.0768,59.6
248,393.0,0.0532,62.1
249,381.0,0.0597,61.6
250,354.0,0.0601,61.1
251,300.0,0.0672,58.7
252,333.0,0.0695,63.5
253,361.0,0.0648,67.9
254,335.0,0.0712,67.9
255,393.0,0.0689,72.1
256,295.0,0.0795,66.6
257,339.0,0.0504,71.6
258,359.0,0.0779,69.0
259,343.0,0.0832,66.4
260,321.0,0.0534,70.5
261,319.0,0.0511,71.1
262,284.0,0.0442,69.8
263,352.0,0.0429,70.6
264,328.0,0.0439,71.8
265,344.0,0.0662,69.4
266,337.0,0.0645,69.2
267,310.0,0.0632,67.9
268,243.0,0.0413,70.3
269,240.0,0.0652,65.1
270,284.0,0.0568,68.8
271,295.0,0.0515,70.7
272,249.0,0.0592,67.7
273,236.0,0.036000000000000004,70.9
274,228.0,0.0562,65.6
275,223.0,0.0871,61.3
276,230.0,0.0917,61.9
277,211.0,0.0554,69.7
278,194.0,0.0658,67.7
279,196.0,0.0484,71.5
280,213.0,0.0335,72.1
281,215.0,0.0484,71.2
282,206.0,0.076,66.6
283,234.0,0.0693,69.7
284,205.0,0.0512,70.0
285,154.0,0.0416,70.3
286,164.0,0.0945,63.9
287,196.0,0.0269,71.2
288,196.0,0.0446,73.0
289,145.0,0.0502,71.6
290,157.0,0.0441,71.9
291,140.0,0.0417,71.6
292,153.0,0.019,72.7
293,154.0,0.022000000000000002,70.5
294,140.0,0.0652,72.5
295,115.0,0.017,70.8
296,132.0,0.0804,68.9
297,125.0,0.0314,70.4
298,123.0,0.0203,71.2
299,120.0,0.0184,70.8
300,127.0,0.0457,71.6
301,146.0,0.0293,71.3
302,116.0,0.0204,71.6
303,95.0,0.0171,69.6
304,99.0,0.0747,65.3
305,86.0,0.0356,69.7
306,96.0,0.0253,70.7
307,98.0,0.0174,71.1
308,89.0,0.0356,71.3
309,94.0,0.0939,62.3
310,99.0,0.0174,70.2
311,84.0,0.0188,67.0
312,88.0,0.0771,60.6
313,95.0,0.0376,62.4
314,113.0,0.033,70.6
315,121.0,0.0321,69.4
316,112.0,0.031,70.7
317,139.0,0.0401,71.0
318,112.0,0.0381,67.3
319,115.0,0.0873,61.5
320,130.0,0.0778,60.6
321,167.0,0.0375,71.0
322,144.0,0.0589,66.9
323,145.0,0.0483,67.6
324,155.0,0.0793,61.7
325,151.0,0.0411,65.8
326,179.0,0.0686,64.1
327,197.0,0.0731,61.7
328,217.0,0.069,63.8
329,258.0,0.0453,71.9
330,247.0,0.0694,67.1
331,311.0,0.1106,65.8
332,292.0,0.0535,74.5
333,377.0,0.1033,71.5
334,461.0,0.0931,74.8
335,372.0,0.0786,75.0
336,468.0,0.084,73.4
337,548.0,0.1006,73.0
338,517.0,0.1035,71.9
339,469.0,0.0908,72.1
340,589.0,0.1088,73.2
341,550.0,0.0988,73.1
342,627.0,0.1206,72.6
343,634.0,0.1119,72.8
344,620.0,0.1591,67.5
345,568.0,0.1047,70.5
346,626.0,0.1099,73.7
347,636.0,0.1273,72.9
348,662.0,0.1178,71.7
349,669.0,0.10300000000000001,72.6
350,627.0,0.1331,68.9
351,590.0,0.1177,68.0
352,630.0,0.1193,69.0
353,659.0,0.1158,71.9
354,676.0,0.1138,71.5
355,630.0,0.1273,70.6
356,642.0,0.1104,71.9
357,519.0,0.1046,70.1
358,533.0,0.0875,72.9
359,647.0,0.126,69.8
360,644.0,0.1119,67.1
361,562.0,0.126,59.9
362,666.0,0.1195,60.4
363,587.0,0.125,57.1
364,629.0,0.1186,58.2
365,654.0,0.1288,57.9
366,659.0,0.1235,58.8
367,595.0,0.1307,55.8
368,638.0,0.1277,55.9
369,615.0,0.1138,57.9
370,478.0,0.08,62.3
371,634.0,0.1211,59.9
372,579.0,0.1059,60.9
373,398.0,0.08199999999999999,58.1
374,638.0,0.1036,64.3
375,521.0,0.0786,65.0
376,509.0,0.0752,65.2
377,547.0,0.1206,60.7
378,498.0,0.08800000000000001,61.5
379,549.0,0.1033,60.4
380,474.0,0.0825,62.5
381,487.0,0.1009,59.4
382,518.0,0.0888,62.1
383,482.0,0.0826,63.3
384,431.0,0.07,65.0
385,490.0,0.1198,58.3
386,470.0,0.1128,55.1
387,489.0,0.1088,54.3
388,495.0,0.0989,55.3
389,538.0,0.1172,54.6
390,380.0,0.0826,54.5
391,575.0,0.1113,57.1
392,514.0,0.0935,59.3
393,524.0,0.1046,58.4
394,502.0,0.0854,64.7
395,445.0,0.09,59.8
396,491.0,0.0908,60.2
397,471.0,0.0962,58.8
398,471.0,0.07,66.7
399,417.0,0.0967,58.9
400,476.0,0.0887,59.3
401,515.0,0.1243,56.1
402,482.0,0.0864,57.7
403,490.0,0.0889,60.2
404,443.0,0.0661,66.5
405,487.0,0.0896,64.3
406,554.0,0.0892,66.5
407,493.0,0.0976,62.2
408,457.0,0.0983,57.8
409,585.0,0.1258,56.2
410,520.0,0.1068,55.3
411,540.0,0.0985,59.1
412,434.0,0.109,54.5
413,420.0,0.1072,51.9
414,463.0,0.1007,52.7
415,473.0,0.0756,61.7
416,351.0,0.0693,59.9
417,435.0,0.0856,58.8
418,524.0,0.0977,60.2
419,436.0,0.0818,59.5
420,469.0,0.0905,59.1
421,407.0,0.0748,60.5
422,483.0,0.0711,65.1
423,454.0,0.1,58.5
424,484.0,0.0803,65.0
425,526.0,0.0772,65.4
426,458.0,0.0859,63.1
427,535.0,0.08900000000000001,65.9
428,532.0,0.0824,65.7
429,506.0,0.095,62.4
430,505.0,0.0835,64.9
431,452.0,0.0764,65.7
432,535.0,0.0822,66.8
433,386.0,0.0743,61.1
434,459.0,0.0919,58.4
435,533.0,0.0855,65.0
436,533.0,0.0863,64.7
437,517.0,0.10800000000000001,59.4
438,481.0,0.071,65.5
439,486.0,0.0825,63.5
440,533.0,0.0832,65.9
441,480.0,0.0776,66.7
442,555.0,0.0977,63.1
443,472.0,0.073,65.0
444,466.0,0.0649,67.3
445,488.0,0.08,65.9
446,403.0,0.0619,64.9
447,515.0,0.0743,66.6
448,464.0,0.0672,67.1
449,460.0,0.0813,63.5
450,455.0,0.0671,67.7
451,611.0,0.0888,67.4
452,500.0,0.0746,68.1
453,538.0,0.09699999999999999,63.3
454,406.0,0.0637,65.3
455,539.0,0.0778,68.9
456,433.0,0.0703,65.8
457,553.0,0.0813,67.6
458,489.0,0.0839,62.6
459,498.0,0.083,61.3
460,468.0,0.0728,62.2
461,475.0,0.0673,67.6
462,404.0,0.0514,69.9
463,436.0,0.0773,63.9
464,523.0,0.0958,60.8
465,488.0,0.0923,57.7
466,512.0,0.0754,62.2
467,406.0,0.0787,59.8
468,473.0,0.0892,57.6
469,524.0,0.0776,61.5
470,469.0,0.0648,65.9
471,387.0,0.0585,65.3
472,369.0,0.0479,71.3
473,405.0,0.0698,64.9
474,397.0,0.054000000000000006,67.0
475,346.0,0.0525,65.0
476,450.0,0.0693,63.8
477,478.0,0.0857,60.8
478,475.0,0.0644,66.1
479,477.0,0.0717,66.3
480,419.0,0.0701,63.3
481,441.0,0.0638,65.6
482,513.0,0.0936,61.7
483,563.0,0.0808,64.6
484,458.0,0.0591,69.5
485,522.0,0.0828,66.2
486,421.0,0.0796,62.4
487,500.0,0.0697,66.1
488,535.0,0.0698,70.8
489,511.0,0.0763,68.1
490,554.0,0.0812,69.3
491,519.0,0.0702,70.6
492,501.0,0.0804,66.3
493,528.0,0.08900000000000001,62.9
494,473.0,0.0902,59.6
495,487.0,0.0691,63.5
496,509.0,0.0877,61.5
497,453.0,0.0774,60.2
498,534.0,0.0729,66.3
499,514.0,0.0836,63.2
500,413.0,0.0587,66.0
501,445.0,0.0779,62.6
502,425.0,0.08,58.3
503,409.0,0.0778,56.6
504,444.0,0.0868,56.5
505,408.0,0.0522,66.5
506,396.0,0.07400000000000001,60.3
507,404.0,0.0695,59.9
508,380.0,0.059000000000000004,61.7
509,360.0,0.0583,66.1
510,363.0,0.0532,67.3
511,358.0,0.0452,70.5
512,285.0,0.0548,63.6
513,366.0,0.0456,72.3
514,347.0,0.0718,62.2
515,369.0,0.05,68.6
516,318.0,0.0566,62.9
517,332.0,0.0481,66.7
518,291.0,0.0618,61.5
519,278.0,0.0821,52.9
520,358.0,0.0503,61.7
521,295.0,0.0386,69.4
522,299.0,0.044000000000000004,69.6
523,302.0,0.0442,68.3
524,294.0,0.0768,60.8
525,277.0,0.0363,69.0
526,282.0,0.0528,63.3
527,236.0,0.0564,54.7
528,253.0,0.066,53.4
529,309.0,0.0483,60.3
530,290.0,0.061,58.7
531,298.0,0.0491,60.8
532,292.0,0.0382,68.9
533,275.0,0.0388,70.6
534,295.0,0.0432,71.0
535,228.0,0.0599,62.7
536,246.0,0.0352,68.0
537,268.0,0.0574,61.7
538,248.0,0.0604,57.7
539,251.0,0.0746,52.3
540,237.0,0.0554,60.4
541,227.0,0.0324,68.1
542,242.0,0.0525,69.9
543,241.0,0.0344,71.0
544,248.0,0.0586,71.1
545,218.0,0.0405,71.3
546,243.0,0.0549,70.7
547,250.0,0.0383,69.3
548,211.0,0.0524,67.2
549,186.0,0.0684,63.8
550,206.0,0.0337,70.4
551,205.0,0.0985,60.5
552,193.0,0.0377,71.4
553,192.0,0.0871,65.3
554,205.0,0.0445,69.9
555,214.0,0.07200000000000001,67.5
556,180.0,0.067,64.9
557,180.0,0.0368,69.8
558,181.0,0.0841,63.5
559,177.0,0.0426,67.4
560,128.0,0.0859,59.2
561,120.0,0.0555,59.6
562,131.0,0.0223,68.1
563,114.0,0.0613,62.9
564,127.0,0.0194,70.6
565,116.0,0.0345,70.8
566,137.0,0.038,70.6
567,168.0,0.0271,71.7
568,145.0,0.0246,71.3
569,131.0,0.0307,71.7
570,116.0,0.0622,61.9
571,130.0,0.0256,68.3
572,120.0,0.0307,68.6
573,108.0,0.0198,68.2
574,103.0,0.0901,60.8
575,92.0,0.0163,69.7
576,115.0,0.0643,68.9
577,125.0,0.0218,71.4
578,98.0,0.0347,66.0
579,78.0,0.0166,68.4
580,104.0,0.0178,70.8
581,92.0,0.0212,67.4
582,97.0,0.0614,60.8
583,111.0,0.0362,61.4
584,80.0,0.0847,56.1
585,94.0,0.0446,55.8
586,97.0,0.05,55.0
587,97.0,0.0229,66.5
588,93.0,0.0583,57.3
589,78.0,0.0153,68.4
590,65.0,0.0666,60.1
591,83.0,0.0173,67.4
592,75.0,0.0921,59.1
593,95.0,0.018000000000000002,70.4
594,81.0,0.024,66.9
595,90.0,0.0214,67.3
596,89.0,0.036000000000000004,63.0
597,91.0,0.0454,58.2
598,96.0,0.0362,57.4
599,105.0,0.0265,67.4
600,81.0,0.0173,67.8
601,85.0,0.0169,71.1
602,107.0,0.0793,60.9
603,108.0,0.0822,54.4
604,86.0,0.0166,70.5
605,112.0,0.0245,68.0
606,127.0,0.0264,68.3
607,110.0,0.0814,62.0
608,131.0,0.031,70.5
609,122.0,0.0374,66.1
610,137.0,0.0398,67.2
611,140.0,0.0396,67.0
612,174.0,0.0622,62.3
613,194.0,0.0604,58.6
614,148.0,0.0442,60.4
615,185.0,0.0577,58.1
616,237.0,0.0434,69.5
617,249.0,0.076,64.4
618,263.0,0.0637,63.7
619,314.0,0.0512,72.3
620,289.0,0.0793,68.6
621,423.0,0.0815,69.5
622,377.0,0.0668,71.0
623,337.0,0.0661,70.6
624,471.0,0.0907,68.9
625,448.0,0.0929,66.8
626,554.0,0.083,73.2
627,511.0,0.1018,69.5
628,544.0,0.0945,70.7
629,563.0,0.1048,68.5
630,556.0,0.0877,72.2
631,587.0,0.0948,72.3
632,651.0,0.1096,73.4
633,598.0,0.1,74.5
634,645.0,0.1395,68.6
635,579.0,0.1015,69.6
636,593.0,0.1014,71.8
637,602.0,0.1155,70.2
638,752.0,0.1137,73.3
639,717.0,0.1271,72.3
640,680.0,0.1172,72.1
641,631.0,0.1345,67.6
642,707.0,0.1329,67.8
643,679.0,0.1297,68.1
644,640.0,0.11599999999999999,69.9
645,594.0,0.1164,67.9
646,518.0,0.1174,65.1
647,495.0,0.0899,68.7
648,548.0,0.1053,61.5
649,498.0,0.0955,57.6
650,438.0,0.0827,56.7
651,541.0,0.1104,54.4
652,625.0,0.1177,54.4
653,620.0,0.1409,52.4
654,655.0,0.11699999999999999,54.9
655,659.0,0.1202,55.2
656,639.0,0.1152,56.2
657,607.0,0.1085,55.8
658,664.0,0.1237,55.4
659,672.0,0.1114,57.7
660,643.0,0.1109,57.7
661,677.0,0.1346,54.2
662,646.0,0.1464,50.0
663,671.0,0.14,50.8
664,743.0,0.1419,51.8
665,594.0,0.1206,51.5
666,640.0,0.1262,52.3
667,574.0,0.1203,51.0
668,690.0,0.1326,52.4
669,590.0,0.1215,52.6
670,682.0,0.1173,54.9
671,549.0,0.1044,55.2
672,531.0,0.0859,59.2
673,629.0,0.0935,61.8
674,618.0,0.1042,62.1
675,517.0,0.1092,58.0
676,581.0,0.0993,58.3
677,538.0,0.0816,62.1
678,492.0,0.0979,57.2
679,547.0,0.0956,57.9
680,523.0,0.0792,62.0
681,477.0,0.0752,64.9
682,619.0,0.0961,64.9
683,495.0,0.0949,59.4
684,557.0,0.0997,58.6
685,528.0,0.1106,55.3
686,569.0,0.1061,54.6
687,492.0,0.1034,53.3
688,478.0,0.0944,53.4
689,559.0,0.1004,55.8
690,513.0,0.0881,56.2
691,481.0,0.1147,51.8
692,425.0,0.0813,52.1
693,444.0,0.0825,53.6
694,455.0,0.0956,52.6
695,415.0,0.0704,56.3
696,475.0,0.0934,55.1
697,500.0,0.0983,54.0
698,477.0,0.0862,55.3
699,482.0,0.0936,55.0
700,446.0,0.1013,51.8
701,511.0,0.1069,51.8
702,477.0,0.0953,51.9
703,514.0,0.1073,51.7
704,441.0,0.1105,49.7
705,507.0,0.0693,61.0
706,591.0,0.1296,56.2
707,555.0,0.10099999999999999,55.4
708,520.0,0.1083,52.9
709,566.0,0.1118,52.1
710,543.0,0.1176,51.4
711,560.0,0.087,59.6
712,539.0,0.0904,60.4
713,377.0,0.0712,56.8
714,476.0,0.0847,56.7
715,377.0,0.081,53.6
716,477.0,0.0848,55.2
717,427.0,0.0845,54.0
718,453.0,0.0829,55.2
719,468.0,0.07400000000000001,61.4
720,500.0,0.0886,58.8
721,329.0,0.0788,53.4
722,331.0,0.0755,51.5
723,400.0,0.0644,57.4
724,399.0,0.0677,57.9
725,442.0,0.0755,59.2
726,444.0,0.0911,55.4
727,434.0,0.0745,58.3
728,469.0,0.0818,57.8
729,403.0,0.0763,56.9
730,436.0,0.0794,56.2
731,490.0,0.1053,53.6
732,537.0,0.1104,52.4
733,405.0,0.07,54.5
734,391.0,0.08,54.0
735,433.0,0.0758,55.1
736,502.0,0.0713,63.3
737,445.0,0.0774,61.9
738,395.0,0.0649,63.4
739,412.0,0.0845,57.6
740,452.0,0.0727,59.9
741,391.0,0.055,66.0
742,387.0,0.0599,66.9
743,457.0,0.0758,63.1
744,444.0,0.0708,62.8
745,454.0,0.0739,62.9
746,521.0,0.0884,60.0
747,464.0,0.078,60.2
748,480.0,0.075,61.5
749,478.0,0.0926,57.1
750,435.0,0.0697,59.0
751,327.0,0.0664,55.9
752,375.0,0.0609,58.2
753,420.0,0.0773,57.4
754,318.0,0.0474,64.1
755,372.0,0.0773,57.3
756,383.0,0.078,56.0
757,350.0,0.0491,64.3
758,388.0,0.0789,58.2
759,344.0,0.0572,59.3
760,420.0,0.0652,62.1
761,329.0,0.0791,56.6
762,449.0,0.0785,56.3
763,376.0,0.0785,53.1
764,313.0,0.065,53.5
765,445.0,0.0871,53.2
766,386.0,0.0788,53.3
767,386.0,0.0542,62.6
768,410.0,0.0623,64.0
769,458.0,0.0889,59.8
770,344.0,0.0634,58.3
771,397.0,0.0823,55.8
772,410.0,0.091,55.2
773,457.0,0.0856,56.4
774,320.0,0.0522,59.4
775,405.0,0.0571,64.4
776,462.0,0.0862,60.1
777,362.0,0.0514,66.5
778,445.0,0.0886,59.9
779,416.0,0.0928,58.0
780,400.0,0.0547,64.6
781,385.0,0.0874,61.4
782,486.0,0.078,61.1
783,503.0,0.083,61.4
784,442.0,0.0668,63.2
785,455.0,0.0828,60.2
786,431.0,0.0767,59.8
787,447.0,0.0762,59.9
788,439.0,0.0823,59.3
789,383.0,0.0541,64.7
790,331.0,0.0707,59.4
791,319.0,0.0454,65.0
792,360.0,0.0515,67.3
793,410.0,0.0746,62.5
794,262.0,0.0394,65.4
795,340.0,0.1052,57.6
796,300.0,0.0514,58.1
797,372.0,0.0815,54.6
798,335.0,0.0622,54.7
799,326.0,0.0592,57.2
800,302.0,0.0476,59.6
801,270.0,0.0507,59.8
802,277.0,0.0402,64.5
803,310.0,0.0616,58.5
804,262.0,0.0619,56.9
805,287.0,0.0537,57.7
806,235.0,0.0361,61.8
807,310.0,0.0427,69.7
808,255.0,0.0421,66.2
809,247.0,0.0355,69.7
810,270.0,0.0377,70.3
811,258.0,0.0438,65.5
812,244.0,0.0644,60.0
813,265.0,0.0717,55.2
814,244.0,0.0453,57.7
815,194.0,0.0431,55.0
816,246.0,0.0392,63.4
817,263.0,0.0427,65.6
818,224.0,0.0306,69.2
819,249.0,0.0469,65.1
820,211.0,0.0373,63.0
821,245.0,0.0344,68.5
822,191.0,0.0287,69.7
823,252.0,0.0593,60.8
824,199.0,0.057999999999999996,55.4
825,189.0,0.0327,58.9
826,205.0,0.0305,64.1
827,203.0,0.0507,59.3
828,210.0,0.0313,69.5
829,235.0,0.0547,71.3
830,202.0,0.0407,67.5
831,211.0,0.0317,68.6
832,212.0,0.0309,69.5
833,176.0,0.0483,65.5
834,207.0,0.0421,67.7
835,183.0,0.0324,65.6
836,188.0,0.0296,66.6
837,194.0,0.0545,63.7
838,154.0,0.022000000000000002,68.0
839,187.0,0.0379,67.6
840,176.0,0.0336,70.1
841,193.0,0.065,66.0
842,174.0,0.0382,68.0
843,183.0,0.0484,68.8
844,157.0,0.0254,69.6
845,158.0,0.0565,64.9
846,159.0,0.0223,70.2
847,126.0,0.0193,70.2
848,136.0,0.023,70.0
849,125.0,0.0537,63.6
850,115.0,0.0506,59.9
851,103.0,0.0203,68.2
852,145.0,0.025,68.9
853,102.0,0.0462,69.0
854,107.0,0.048,70.1
855,104.0,0.0296,69.1
856,111.0,0.0184,71.7
857,106.0,0.057,67.6
858,97.0,0.0353,69.2
859,123.0,0.0253,67.0
860,88.0,0.0236,70.1
861,110.0,0.0215,67.6
862,121.0,0.024,69.8
863,84.0,0.0398,65.9
864,82.0,0.0574,69.6
865,91.0,0.0215,70.0
866,80.0,0.0148,70.9
867,79.0,0.0231,68.9
868,90.0,0.0178,70.5
869,63.0,0.0153,66.3
870,71.0,0.0214,70.9
871,101.0,0.0201,70.7
872,97.0,0.0251,66.3
873,86.0,0.0309,70.1
874,94.0,0.0465,71.6
875,97.0,0.04,71.3
876,68.0,0.0148,70.1
877,76.0,0.0644,66.0
878,56.0,0.1039,62.1
879,55.0,0.0189,71.0
880,72.0,0.0534,68.8
881,85.0,0.0172,70.6
882,88.0,0.02,67.1
883,73.0,0.0368,69.0
884,77.0,0.0367,70.3
885,93.0,0.0219,70.6
886,84.0,0.0186,68.3
887,86.0,0.0657,64.6
888,94.0,0.0185,69.1
889,83.0,0.018000000000000002,68.0
890,95.0,0.0188,70.1
891,110.0,0.026000000000000002,68.0
892,87.0,0.0185,67.4
893,102.0,0.0217,69.1
894,94.0,0.0178,70.3
895,115.0,0.0256,69.2
896,110.0,0.0237,69.6
897,124.0,0.0284,68.2
898,167.0,0.0338,68.1
899,126.0,0.0626,67.0
900,161.0,0.0298,68.9
901,162.0,0.0321,69.0
902,162.0,0.0615,65.0
903,194.0,0.0307,72.3
904,241.0,0.0445,69.6
905,239.0,0.0415,69.7
906,279.0,0.0462,70.3
907,243.0,0.066,66.7
908,300.0,0.0514,73.6
909,341.0,0.0578,71.1
910,373.0,0.0569,72.0
911,454.0,0.0845,71.5
912,497.0,0.0874,70.4
913,526.0,0.0863,70.9
914,475.0,0.0703,71.3
915,531.0,0.0806,71.0
916,598.0,0.1083,70.4
917,484.0,0.0858,72.0
918,631.0,0.10400000000000001,71.5
919,582.0,0.0844,72.4
920,566.0,0.1073,71.0
921,605.0,0.0912,72.9
922,606.0,0.1047,74.0
923,644.0,0.1027,72.3
924,652.0,0.1092,73.1
925,616.0,0.0898,74.2
926,644.0,0.1152,72.9
