time_step,flow,speed,occupancy
75,28.0,0.0042,66.5
76,43.0,0.0059,67.3
77,53.0,0.0086,66.9
78,42.0,0.0058,68.0
79,46.0,0.0069,67.9
80,62.0,0.0083,68.1
81,48.0,0.006999999999999999,67.2
82,54.0,0.0072,67.2
83,56.0,0.0085,66.8
84,39.0,0.0057,67.2
85,44.0,0.0059,68.1
86,49.0,0.0069,68.4
87,52.0,0.0077,67.3
88,49.0,0.0069,67.1
89,70.0,0.0095,67.0
90,52.0,0.0073,66.6
91,73.0,0.0099,67.9
92,75.0,0.0105,67.1
93,66.0,0.0087,66.9
94,63.0,0.0083,67.0
95,90.0,0.0124,67.7
96,72.0,0.0102,66.4
97,69.0,0.0101,66.5
98,64.0,0.0097,67.2
99,68.0,0.0099,66.8
100,77.0,0.0112,66.8
101,89.0,0.0122,67.0
102,102.0,0.0138,67.1
103,99.0,0.0131,68.0
104,92.0,0.012,68.6
105,108.0,0.0146,67.8
106,88.0,0.0127,66.6
107,98.0,0.0141,66.7
108,126.0,0.0176,66.9
109,114.0,0.0155,67.1
110,106.0,0.015,67.5
111,126.0,0.0167,68.1
112,134.0,0.0178,68.0
113,127.0,0.0168,68.1
114,116.0,0.0158,67.6
115,128.0,0.0168,68.2
116,129.0,0.0174,68.2
117,154.0,0.0207,67.9
118,154.0,0.0212,67.6
119,152.0,0.0205,67.4
120,154.0,0.0216,67.3
121,160.0,0.0229,66.9
122,183.0,0.0243,67.6
123,173.0,0.0245,66.3
124,170.0,0.0231,67.0
125,181.0,0.0251,66.9
126,222.0,0.0323,65.5
127,216.0,0.0297,66.6
128,201.0,0.0278,66.8
129,215.0,0.0302,66.4
130,233.0,0.0318,67.0
131,238.0,0.0313,68.1
132,216.0,0.0292,67.4
133,215.0,0.0285,67.9
134,247.0,0.034,67.0
135,232.0,0.0311,67.3
136,254.0,0.0348,66.8
137,282.0,0.0393,66.4
138,282.0,0.0388,66.0
139,253.0,0.0347,66.3
140,276.0,0.0375,66.5
141,285.0,0.0398,65.9
142,323.0,0.0475,64.4
143,285.0,0.0391,65.2
144,290.0,0.0387,66.5
145,298.0,0.0416,65.7
146,335.0,0.0463,66.1
147,281.0,0.0382,66.8
148,351.0,0.0496,65.7
149,278.0,0.0391,65.1
150,294.0,0.0402,65.9
151,312.0,0.0435,65.6
152,341.0,0.0484,65.0
153,297.0,0.04,66.3
154,297.0,0.0408,66.2
155,332.0,0.0453,66.5
156,335.0,0.0454,66.8
157,301.0,0.0432,65.5
158,314.0,0.0442,65.2
159,308.0,0.0435,65.0
160,304.0,0.0443,64.4
161,326.0,0.0454,64.7
162,337.0,0.046,66.1
163,325.0,0.0447,66.2
164,314.0,0.0435,65.8
165,331.0,0.046,65.7
166,348.0,0.0474,66.7
167,355.0,0.0503,65.9
168,355.0,0.0512,64.6
169,334.0,0.0459,65.3
170,341.0,0.046,66.6
171,317.0,0.0431,66.6
172,319.0,0.0435,66.9
173,335.0,0.0458,66.9
174,308.0,0.0433,65.7
175,328.0,0.0464,65.3
176,330.0,0.0447,66.1
177,301.0,0.042,65.7
178,318.0,0.0469,64.2
179,324.0,0.0446,65.4
180,300.0,0.0415,65.5
181,348.0,0.0485,65.5
182,319.0,0.043,66.4
183,280.0,0.0376,66.9
184,279.0,0.0383,66.4
185,300.0,0.040999999999999995,66.8
186,298.0,0.0401,66.9
187,297.0,0.0403,67.0
188,281.0,0.0402,65.5
189,278.0,0.0379,66.2
190,314.0,0.0436,66.1
191,304.0,0.0416,66.2
192,319.0,0.0447,66.1
193,306.0,0.0428,66.0
194,302.0,0.0426,66.4
195,307.0,0.0424,66.5
196,275.0,0.0364,67.2
197,288.0,0.0386,68.2
198,290.0,0.0385,68.5
199,260.0,0.0353,68.2
200,271.0,0.0381,66.9
201,307.0,0.0427,66.7
202,313.0,0.0444,65.8
203,264.0,0.036000000000000004,66.7
204,301.0,0.040999999999999995,68.4
205,279.0,0.0391,68.5
206,306.0,0.043,68.6
207,283.0,0.0398,68.6
208,272.0,0.0387,68.0
209,277.0,0.0391,68.1
210,257.0,0.0367,67.7
211,250.0,0.0353,67.8
212,246.0,0.0352,67.3
213,287.0,0.0424,66.4
214,254.0,0.0363,67.4
215,252.0,0.0358,67.6
216,255.0,0.0365,67.5
217,296.0,0.0437,66.5
218,255.0,0.0366,67.2
219,239.0,0.0347,66.7
220,262.0,0.0379,66.6
221,217.0,0.0302,67.8
222,227.0,0.0325,67.8
223,239.0,0.0336,68.3
224,270.0,0.038,68.5
225,234.0,0.0326,68.6
226,220.0,0.0312,68.3
227,226.0,0.0321,68.1
228,272.0,0.0391,68.2
229,236.0,0.0327,68.9
230,243.0,0.0334,69.5
231,263.0,0.0366,69.6
232,230.0,0.0326,69.2
233,238.0,0.0331,69.3
234,238.0,0.0331,69.6
235,204.0,0.0284,69.2
236,244.0,0.0346,69.1
237,219.0,0.0315,68.7
238,221.0,0.0319,68.3
239,209.0,0.0286,69.2
240,194.0,0.0273,69.1
241,210.0,0.0285,69.6
242,192.0,0.0272,68.6
243,218.0,0.0306,68.7
244,233.0,0.0321,69.3
245,186.0,0.0265,68.3
246,179.0,0.0253,68.1
247,214.0,0.03,68.5
248,195.0,0.0282,68.0
249,165.0,0.0228,68.6
250,171.0,0.0236,68.6
251,151.0,0.0211,68.5
252,173.0,0.0241,68.6
253,161.0,0.0223,68.2
254,151.0,0.0212,68.5
255,177.0,0.0245,68.5
256,170.0,0.0238,68.8
257,172.0,0.0234,68.7
258,155.0,0.0215,68.5
259,153.0,0.0207,69.0
260,167.0,0.0222,69.6
261,159.0,0.0217,69.0
262,175.0,0.025,68.2
263,135.0,0.0187,68.3
264,131.0,0.0183,67.8
265,104.0,0.0145,67.3
266,146.0,0.0198,68.8
267,154.0,0.021,68.6
268,134.0,0.0199,67.1
269,159.0,0.0225,67.0
270,109.0,0.0154,67.5
271,95.0,0.0133,66.8
272,106.0,0.0161,66.6
273,123.0,0.018000000000000002,66.4
274,114.0,0.0155,67.2
275,112.0,0.0155,67.8
276,73.0,0.0106,66.7
277,88.0,0.0129,67.8
278,71.0,0.0095,67.9
279,89.0,0.0133,67.3
280,89.0,0.0123,68.3
281,68.0,0.0097,67.3
282,67.0,0.0091,67.7
283,74.0,0.0112,68.0
284,72.0,0.0094,68.1
285,75.0,0.0112,67.6
286,71.0,0.0101,67.7
287,61.0,0.008,67.8
288,64.0,0.0087,66.8
289,55.0,0.0075,68.4
290,66.0,0.0092,67.8
291,69.0,0.0095,67.9
292,41.0,0.0054,67.5
293,52.0,0.0077,67.6
294,44.0,0.0058,67.7
295,47.0,0.0072,67.2
296,35.0,0.0055,67.3
297,47.0,0.0064,68.3
298,39.0,0.0064,67.3
299,48.0,0.0068,68.1
300,36.0,0.0053,67.8
301,39.0,0.0072,66.0
302,39.0,0.005,67.4
303,39.0,0.0059,68.0
304,33.0,0.005,66.4
305,27.0,0.0043,67.4
306,19.0,0.0037,66.4
307,34.0,0.0046,66.7
308,25.0,0.0034,67.4
309,23.0,0.0039,65.4
310,21.0,0.0034,67.4
311,30.0,0.0063,65.6
312,22.0,0.003,67.4
313,13.0,0.0018,67.3
314,24.0,0.0044,66.3
315,20.0,0.003,67.4
316,20.0,0.0032,66.8
317,30.0,0.006999999999999999,66.1
318,23.0,0.0046,64.7
319,21.0,0.0032,66.7
320,31.0,0.0066,66.3
321,24.0,0.0043,64.9
322,28.0,0.0046,65.9
323,20.0,0.004,64.8
324,20.0,0.004,66.8
325,24.0,0.0043,66.8
326,37.0,0.0071,66.7
327,21.0,0.0038,67.6
328,28.0,0.0056,67.4
329,24.0,0.005,67.1
330,22.0,0.0039,66.0
331,24.0,0.0046,66.5
332,35.0,0.0087,65.3
333,33.0,0.0061,66.1
334,34.0,0.005,66.2
335,36.0,0.006999999999999999,65.7
336,27.0,0.0055,66.3
337,36.0,0.0066,67.1
338,43.0,0.0092,65.5
339,52.0,0.0093,67.0
340,37.0,0.0076,65.0
341,48.0,0.0085,66.8
342,63.0,0.0111,67.2
343,70.0,0.0124,66.4
344,58.0,0.0092,67.1
345,62.0,0.0112,67.5
346,86.0,0.0163,66.0
347,84.0,0.0129,67.6
348,71.0,0.0115,67.5
349,83.0,0.0125,68.1
350,83.0,0.0144,66.6
351,98.0,0.0171,66.1
352,100.0,0.0159,67.0
353,117.0,0.0193,67.2
354,128.0,0.0221,66.3
355,162.0,0.0271,66.3
356,181.0,0.0294,67.2
357,172.0,0.0265,69.2
358,170.0,0.0266,69.8
359,189.0,0.028999999999999998,70.7
360,177.0,0.0273,70.3
361,189.0,0.0311,68.1
362,182.0,0.0305,66.5
363,196.0,0.0324,65.8
364,240.0,0.0377,66.7
365,251.0,0.0399,67.0
366,263.0,0.0424,66.7
367,305.0,0.0487,66.7
368,285.0,0.0455,66.7
369,290.0,0.0491,65.3
370,340.0,0.0567,65.0
371,321.0,0.055999999999999994,63.8
372,362.0,0.0598,62.1
373,359.0,0.0592,61.6
374,344.0,0.057,61.3
375,388.0,0.0649,60.6
376,420.0,0.0691,61.0
377,441.0,0.0728,60.8
378,456.0,0.0723,61.7
379,453.0,0.0723,62.0
380,434.0,0.0683,62.7
381,456.0,0.0725,62.6
382,496.0,0.0816,61.3
383,444.0,0.0685,63.1
384,408.0,0.0662,62.2
385,470.0,0.0758,62.0
386,428.0,0.0664,63.3
387,440.0,0.0713,62.5
388,459.0,0.0757,61.4
389,477.0,0.0765,61.8
390,417.0,0.0676,61.3
391,447.0,0.0728,61.1
392,471.0,0.0784,60.7
393,387.0,0.0606,62.1
394,446.0,0.0698,62.8
395,478.0,0.0796,61.4
396,427.0,0.0679,61.9
397,394.0,0.064,61.5
398,377.0,0.0579,63.1
399,435.0,0.0707,62.3
400,431.0,0.0718,61.1
401,418.0,0.0686,60.9
402,401.0,0.0673,60.3
403,352.0,0.0563,60.9
404,389.0,0.0628,61.6
405,372.0,0.0599,62.1
406,379.0,0.0616,61.4
407,350.0,0.0564,61.3
408,358.0,0.0551,62.8
409,318.0,0.0506,62.6
410,355.0,0.0595,60.9
411,343.0,0.054000000000000006,62.1
412,330.0,0.0523,62.2
413,362.0,0.0611,60.9
414,322.0,0.0509,61.9
415,333.0,0.0526,62.5
416,361.0,0.0554,63.5
417,344.0,0.0525,64.2
418,361.0,0.0566,63.1
419,357.0,0.0553,63.8
420,330.0,0.0512,63.9
421,383.0,0.062,62.9
422,409.0,0.066,62.0
423,385.0,0.0618,62.3
424,361.0,0.0589,61.2
425,372.0,0.059000000000000004,61.8
426,366.0,0.0597,61.4
427,322.0,0.0485,63.4
428,380.0,0.0636,61.6
429,380.0,0.059000000000000004,62.7
430,351.0,0.0599,60.5
431,364.0,0.0569,61.9
432,410.0,0.0681,61.0
433,388.0,0.0613,61.9
434,461.0,0.0746,61.3
435,423.0,0.0672,61.5
436,383.0,0.0591,62.6
437,383.0,0.0583,63.7
438,384.0,0.0582,64.5
439,396.0,0.0613,64.1
440,362.0,0.0565,63.6
441,346.0,0.0543,63.4
442,316.0,0.0482,64.1
443,348.0,0.0516,65.2
444,408.0,0.0629,64.8
445,394.0,0.0615,64.2
446,427.0,0.0666,63.7
447,436.0,0.0695,62.6
448,439.0,0.0688,62.7
449,458.0,0.0757,61.5
450,471.0,0.0763,61.2
451,433.0,0.0653,63.3
452,427.0,0.0672,63.2
453,472.0,0.0732,63.0
454,434.0,0.0663,63.7
455,444.0,0.0676,64.2
456,409.0,0.0662,63.0
457,411.0,0.0635,63.4
458,492.0,0.0786,62.8
459,535.0,0.0829,63.1
460,510.0,0.0811,62.6
461,456.0,0.0736,62.0
462,497.0,0.0752,63.6
463,452.0,0.0699,63.5
464,464.0,0.0698,64.7
465,535.0,0.083,64.1
466,466.0,0.0703,64.5
467,427.0,0.064,65.1
468,488.0,0.0744,65.0
469,434.0,0.0627,66.4
470,508.0,0.0798,64.5
471,456.0,0.0703,64.2
472,522.0,0.0795,64.5
473,403.0,0.06,65.2
474,394.0,0.0578,66.0
475,429.0,0.0664,64.9
476,483.0,0.0726,65.4
477,495.0,0.0754,64.9
478,441.0,0.0653,65.8
479,433.0,0.0649,65.8
480,396.0,0.0589,65.8
481,453.0,0.0682,65.8
482,469.0,0.0718,65.1
483,475.0,0.073,64.9
484,496.0,0.077,64.2
485,450.0,0.0655,66.0
486,443.0,0.0675,65.3
487,427.0,0.0639,65.5
488,463.0,0.0703,65.5
489,456.0,0.0692,65.1
490,476.0,0.0733,64.8
491,480.0,0.0724,64.9
492,448.0,0.0706,63.8
493,486.0,0.0883,59.4
494,517.0,0.0846,60.1
495,522.0,0.0803,61.9
496,498.0,0.0791,62.0
497,449.0,0.0751,60.7
498,517.0,0.08900000000000001,59.5
499,502.0,0.0861,58.5
500,439.0,0.0736,58.9
501,501.0,0.0856,58.7
502,511.0,0.0799,60.9
503,418.0,0.0645,62.5
504,434.0,0.0673,63.1
505,443.0,0.0696,63.2
506,396.0,0.0603,64.1
507,451.0,0.0703,63.8
508,390.0,0.0617,63.0
509,432.0,0.0678,63.2
510,407.0,0.0666,61.9
511,373.0,0.0576,62.8
512,385.0,0.0604,63.4
513,364.0,0.0546,64.6
514,366.0,0.0562,64.5
515,368.0,0.0559,64.7
516,323.0,0.0493,64.6
517,373.0,0.0584,64.0
518,337.0,0.0489,65.7
519,352.0,0.053,65.5
520,310.0,0.0468,65.5
521,297.0,0.0437,66.3
522,275.0,0.0418,65.6
523,301.0,0.0439,66.4
524,278.0,0.0407,66.9
525,234.0,0.0345,66.8
526,268.0,0.0393,67.4
527,256.0,0.038,66.6
528,194.0,0.0283,67.2
529,221.0,0.0336,66.7
530,224.0,0.0328,67.3
531,236.0,0.0354,66.7
532,249.0,0.0375,66.2
533,252.0,0.037000000000000005,66.9
534,244.0,0.0357,67.2
535,214.0,0.0311,67.7
536,205.0,0.0281,69.3
537,212.0,0.0305,68.8
538,196.0,0.0285,68.4
539,189.0,0.0273,68.4
540,177.0,0.0251,68.6
541,197.0,0.0287,68.4
542,172.0,0.026000000000000002,67.4
543,189.0,0.0279,67.5
544,147.0,0.0206,68.1
545,140.0,0.0197,68.5
546,151.0,0.0214,68.7
547,138.0,0.0199,68.6
548,207.0,0.0314,67.7
549,164.0,0.0253,66.1
550,161.0,0.0228,67.5
551,162.0,0.0241,67.2
552,165.0,0.0268,65.2
553,127.0,0.0195,65.8
554,130.0,0.0181,67.4
555,153.0,0.023,67.1
556,148.0,0.0228,66.4
557,118.0,0.018000000000000002,66.2
558,106.0,0.0168,66.4
559,119.0,0.0178,66.3
560,123.0,0.0193,66.9
561,126.0,0.0218,65.0
562,91.0,0.0143,64.1
563,83.0,0.0132,65.5
564,99.0,0.0161,66.2
565,84.0,0.0127,66.9
566,91.0,0.0133,67.0
567,74.0,0.0102,68.5
568,53.0,0.0081,68.4
569,71.0,0.0116,66.9
570,75.0,0.0112,67.8
571,66.0,0.01,67.5
572,55.0,0.0083,66.8
573,53.0,0.0076,68.1
574,59.0,0.0091,67.3
575,60.0,0.0103,66.7
576,48.0,0.0076,67.7
577,60.0,0.0083,68.1
578,54.0,0.0098,66.4
579,62.0,0.009000000000000001,68.1
580,28.0,0.0042,67.1
581,53.0,0.0073,68.2
582,51.0,0.0073,67.7
583,35.0,0.0059,67.7
584,50.0,0.0084,67.0
585,40.0,0.0063,67.0
586,30.0,0.0046,68.2
587,43.0,0.0066,67.8
588,48.0,0.0076,68.2
589,43.0,0.0102,64.3
590,25.0,0.0048,65.0
591,39.0,0.0067,66.6
592,16.0,0.0023,67.6
593,33.0,0.0053,66.2
594,27.0,0.0063,64.6
595,41.0,0.0073,66.5
596,27.0,0.0047,67.2
597,16.0,0.0031,65.4
598,31.0,0.0054,67.1
599,35.0,0.0064,65.6
600,31.0,0.0047,67.7
601,42.0,0.0075,67.5
602,30.0,0.006,68.1
603,33.0,0.0053,67.0
604,30.0,0.0043,67.9
605,29.0,0.0059,67.1
606,34.0,0.0068,67.8
607,37.0,0.0066,67.2
608,26.0,0.0048,67.6
609,25.0,0.0048,66.1
610,23.0,0.0045,67.4
611,31.0,0.0084,64.0
612,31.0,0.0063,65.7
613,35.0,0.0073,66.0
614,32.0,0.006999999999999999,66.7
615,45.0,0.0083,67.5
616,23.0,0.0057,66.8
617,36.0,0.0087,66.2
618,32.0,0.0095,64.5
619,23.0,0.0034,67.5
620,26.0,0.0051,65.5
621,26.0,0.0051,65.6
622,27.0,0.0052,65.9
623,45.0,0.008,67.2
624,35.0,0.0085,66.3
625,35.0,0.0076,65.6
626,41.0,0.0072,66.7
627,51.0,0.0123,64.5
628,47.0,0.0094,65.2
629,54.0,0.0118,65.5
630,62.0,0.0129,65.2
631,65.0,0.0116,66.9
632,89.0,0.0175,66.8
633,91.0,0.0169,67.1
634,69.0,0.0121,68.5
635,93.0,0.0173,70.0
636,83.0,0.0153,67.1
637,94.0,0.0173,66.3
638,79.0,0.0141,65.8
639,89.0,0.0173,64.5
640,127.0,0.0243,63.1
641,137.0,0.0224,66.3
642,135.0,0.0213,68.1
643,135.0,0.0233,67.2
644,180.0,0.03,67.9
645,165.0,0.0277,67.5
646,206.0,0.0341,68.6
647,174.0,0.0282,69.4
648,181.0,0.0289,67.5
649,181.0,0.0299,65.7
650,204.0,0.0338,64.7
651,219.0,0.037000000000000005,63.9
652,253.0,0.0401,65.7
653,243.0,0.0382,66.3
654,279.0,0.0453,65.3
655,329.0,0.0518,66.0
656,319.0,0.0503,66.5
657,338.0,0.0569,64.5
658,345.0,0.0576,63.5
659,391.0,0.0658,63.2
660,336.0,0.0527,63.7
661,393.0,0.0689,61.1
662,370.0,0.06,61.7
663,440.0,0.0734,61.1
664,438.0,0.0732,60.6
665,482.0,0.0836,59.7
666,502.0,0.08199999999999999,60.8
667,505.0,0.0868,59.7
668,511.0,0.0826,61.0
669,511.0,0.0813,62.0
670,536.0,0.0849,62.6
671,496.0,0.0794,62.6
672,478.0,0.0784,62.0
673,443.0,0.0741,60.9
674,523.0,0.0892,60.5
675,464.0,0.073,62.5
676,486.0,0.0806,61.7
677,496.0,0.0817,61.3
678,494.0,0.0841,60.5
679,487.0,0.0806,60.7
680,483.0,0.0774,61.4
681,472.0,0.0755,62.3
682,447.0,0.073,61.8
683,469.0,0.0812,60.3
684,462.0,0.0789,59.8
685,483.0,0.0819,59.9
686,376.0,0.064,59.4
687,375.0,0.063,60.2
688,367.0,0.0608,60.4
689,453.0,0.0779,59.9
690,452.0,0.0698,62.6
691,394.0,0.0635,62.4
692,434.0,0.0717,61.9
693,443.0,0.075,60.8
694,402.0,0.0678,60.4
695,372.0,0.0594,61.4
696,407.0,0.0653,62.1
697,369.0,0.0587,62.6
698,320.0,0.0525,61.9
699,349.0,0.0528,64.3
700,346.0,0.0541,64.1
701,341.0,0.0564,62.6
702,354.0,0.059000000000000004,61.5
703,305.0,0.0496,62.0
704,364.0,0.0575,62.7
705,377.0,0.0606,62.7
706,350.0,0.0544,63.6
707,375.0,0.0654,60.5
708,340.0,0.0533,62.4
709,344.0,0.0567,61.7
710,325.0,0.0549,60.6
711,389.0,0.0643,60.7
712,412.0,0.0664,61.5
713,394.0,0.0657,60.7
714,395.0,0.0659,61.0
715,407.0,0.0673,60.7
716,376.0,0.0601,61.4
717,402.0,0.0661,61.7
718,396.0,0.0642,61.5
719,361.0,0.0584,61.5
720,346.0,0.0523,63.9
721,341.0,0.0593,61.3
722,397.0,0.0693,59.7
723,388.0,0.0651,59.9
724,332.0,0.0575,59.0
725,463.0,0.0815,58.3
726,390.0,0.0649,59.0
727,410.0,0.0673,59.8
728,419.0,0.0743,58.4
729,425.0,0.0751,57.8
730,417.0,0.073,57.3
731,403.0,0.0728,56.7
732,418.0,0.0776,55.7
733,380.0,0.0668,56.4
734,412.0,0.0751,55.9
735,409.0,0.0701,57.2
736,397.0,0.0664,58.8
737,451.0,0.0805,57.5
738,379.0,0.0682,56.5
739,460.0,0.0852,55.8
740,446.0,0.0814,55.3
741,471.0,0.08800000000000001,54.9
742,441.0,0.0749,56.5
743,421.0,0.0699,58.4
744,383.0,0.0632,59.4
745,368.0,0.0608,60.1
746,393.0,0.0626,61.3
747,422.0,0.0675,61.8
748,361.0,0.0585,61.8
749,418.0,0.0702,60.7
750,386.0,0.0646,60.2
751,369.0,0.0593,61.5
752,404.0,0.0675,60.9
753,385.0,0.0638,60.6
754,368.0,0.0604,60.8
755,363.0,0.0616,60.0
756,377.0,0.0633,59.8
757,394.0,0.0681,59.2
758,389.0,0.0684,58.1
759,397.0,0.0655,59.5
760,376.0,0.0624,60.0
761,402.0,0.0703,58.9
762,405.0,0.0718,57.7
763,396.0,0.0657,59.3
764,434.0,0.0741,58.8
765,411.0,0.0656,61.0
766,417.0,0.0653,62.3
767,403.0,0.0644,62.3
768,378.0,0.0573,64.2
769,391.0,0.0604,64.4
770,396.0,0.0601,65.1
771,460.0,0.0689,65.7
772,437.0,0.066,65.9
773,369.0,0.0543,66.7
774,440.0,0.0637,67.7
775,388.0,0.059000000000000004,66.5
776,428.0,0.0641,66.7
777,432.0,0.0683,65.0
778,430.0,0.064,65.8
779,427.0,0.0648,65.9
780,425.0,0.0645,65.9
781,417.0,0.0689,63.3
782,443.0,0.0691,63.7
783,491.0,0.0834,61.5
784,478.0,0.076,62.2
785,509.0,0.085,61.0
786,517.0,0.0871,60.3
787,444.0,0.0726,60.5
788,484.0,0.0771,61.5
789,459.0,0.0728,62.0
790,509.0,0.0902,59.7
791,473.0,0.0756,61.2
792,443.0,0.07400000000000001,60.7
793,457.0,0.0718,62.2
794,443.0,0.0726,61.5
795,518.0,0.08800000000000001,60.5
796,391.0,0.0639,60.7
797,433.0,0.0672,62.7
798,429.0,0.068,62.6
799,403.0,0.0621,63.5
800,434.0,0.0679,63.6
801,398.0,0.0689,61.0
802,393.0,0.0602,62.7
803,421.0,0.0676,62.4
804,402.0,0.0634,62.7
805,393.0,0.0585,64.5
806,321.0,0.0477,65.5
807,375.0,0.055999999999999994,66.1
808,367.0,0.0577,64.4
809,361.0,0.0548,64.8
810,318.0,0.0503,63.8
811,288.0,0.0485,61.8
812,297.0,0.0479,62.0
813,288.0,0.0473,61.2
814,282.0,0.0477,60.1
815,257.0,0.0417,61.5
816,285.0,0.0489,60.2
817,276.0,0.0459,60.9
818,214.0,0.0364,60.6
819,219.0,0.0402,58.5
820,233.0,0.0462,55.2
821,309.0,0.055,55.8
822,264.0,0.0453,57.3
823,250.0,0.0385,60.9
824,232.0,0.0366,62.6
825,215.0,0.0324,64.5
826,200.0,0.0316,64.5
827,206.0,0.0327,64.1
828,179.0,0.0279,64.6
829,176.0,0.0278,64.9
830,183.0,0.0315,61.9
831,198.0,0.0334,61.4
832,175.0,0.0286,62.2
833,172.0,0.0284,62.2
834,163.0,0.0261,62.8
835,162.0,0.0262,63.5
836,167.0,0.028999999999999998,61.6
837,185.0,0.0329,60.0
838,137.0,0.0223,62.1
839,120.0,0.0184,64.2
840,143.0,0.0231,64.3
841,130.0,0.0209,64.6
842,116.0,0.0192,65.0
843,110.0,0.0169,65.9
844,135.0,0.0227,64.7
845,132.0,0.0225,63.7
846,104.0,0.0161,66.0
847,110.0,0.0215,62.1
848,127.0,0.0214,63.9
849,103.0,0.0187,61.7
850,100.0,0.0151,65.1
851,95.0,0.0181,63.0
852,94.0,0.0176,63.1
853,94.0,0.0156,64.7
854,92.0,0.013999999999999999,66.1
855,70.0,0.0108,67.1
856,78.0,0.0111,67.5
857,66.0,0.012,65.0
858,68.0,0.0115,66.6
859,64.0,0.01,66.9
860,67.0,0.0102,67.4
861,59.0,0.0094,67.1
862,61.0,0.0122,64.6
863,56.0,0.0089,66.6
864,63.0,0.0096,67.5
865,50.0,0.0081,67.6
866,48.0,0.006999999999999999,67.1
867,50.0,0.0079,68.4
868,52.0,0.0085,67.5
869,48.0,0.0072,67.6
870,50.0,0.0104,66.5
871,39.0,0.0066,67.0
872,32.0,0.0054,66.4
873,48.0,0.008,66.4
874,50.0,0.0092,66.2
875,40.0,0.0076,66.5
876,41.0,0.0078,66.5
877,35.0,0.0066,66.5
878,32.0,0.0072,66.5
879,30.0,0.0062,65.9
880,27.0,0.0052,66.0
881,29.0,0.0053,66.3
882,33.0,0.0074,66.2
883,37.0,0.0056,67.3
884,33.0,0.0073,65.2
885,28.0,0.0048,67.1
886,35.0,0.0067,66.7
887,33.0,0.0057,67.6
888,34.0,0.0056,67.2
889,24.0,0.0039,66.9
890,44.0,0.0072,67.2
891,34.0,0.0071,67.3
892,40.0,0.0074,65.9
893,41.0,0.009000000000000001,66.1
894,17.0,0.0031,67.1
895,21.0,0.0034,67.9
896,28.0,0.0049,66.6
897,23.0,0.0033,67.5
898,17.0,0.0024,68.8
899,24.0,0.0046,66.5
900,23.0,0.005,66.8
901,11.0,0.002,67.0
902,18.0,0.0034,67.0
903,30.0,0.0064,68.1
904,22.0,0.0041,66.2
905,24.0,0.0049,66.6
906,41.0,0.0095,64.8
907,28.0,0.005,66.7
908,27.0,0.0063,66.1
909,43.0,0.0081,66.9
910,37.0,0.0088,64.8
911,42.0,0.0087,65.2
912,39.0,0.0087,64.9
913,36.0,0.0068,66.5
914,39.0,0.009000000000000001,65.9
915,39.0,0.0089,64.8
916,41.0,0.0098,64.8
917,57.0,0.0089,66.7
918,51.0,0.0115,65.4
919,62.0,0.0122,65.9
920,56.0,0.0109,66.2
921,100.0,0.018000000000000002,67.4
922,67.0,0.0119,67.6
923,84.0,0.0162,67.1
924,81.0,0.0152,65.7
925,59.0,0.0115,66.1
