time_step,flow,speed,occupancy
347,44.0,0.0119,67.1
348,29.0,0.0076,67.8
349,30.0,0.0109,66.0
350,35.0,0.0082,67.5
351,57.0,0.0181,65.9
352,46.0,0.0113,66.9
353,37.0,0.0112,67.0
354,64.0,0.0173,67.5
355,86.0,0.0214,68.7
356,91.0,0.0237,69.0
357,115.0,0.0294,69.8
358,115.0,0.0296,69.6
359,105.0,0.0284,68.7
360,117.0,0.0325,67.6
361,91.0,0.0233,68.1
362,109.0,0.0304,67.3
363,124.0,0.0322,68.6
364,143.0,0.0354,70.0
365,175.0,0.044000000000000004,69.7
366,152.0,0.0384,69.7
367,27.0,0.0072,69.4
368,188.0,0.0459,70.3
369,266.0,0.0679,69.4
370,257.0,0.0667,68.7
371,206.0,0.0525,68.8
372,203.0,0.0565,65.5
373,173.0,0.0467,65.1
374,179.0,0.0472,65.7
375,188.0,0.0523,64.6
376,186.0,0.0513,64.4
377,207.0,0.0537,65.9
378,217.0,0.0567,66.6
379,206.0,0.0558,65.5
380,266.0,0.07,65.9
381,267.0,0.0709,66.0
382,221.0,0.0633,63.9
383,223.0,0.0586,65.4
384,203.0,0.0571,64.3
385,146.0,0.0398,64.7
386,211.0,0.0615,62.5
387,207.0,0.0546,64.4
388,183.0,0.05,64.5
389,128.0,0.031,67.5
390,189.0,0.0508,66.4
391,178.0,0.0475,66.2
392,173.0,0.046,66.4
393,187.0,0.0496,66.5
394,174.0,0.0467,66.3
395,156.0,0.0398,67.4
396,194.0,0.0495,67.9
397,181.0,0.0514,65.1
398,170.0,0.0429,66.4
399,129.0,0.0346,66.3
400,159.0,0.0418,66.3
401,132.0,0.0345,67.3
402,167.0,0.0436,66.8
403,170.0,0.0496,64.1
404,161.0,0.0456,63.3
405,122.0,0.0345,63.6
406,77.0,0.0193,65.7
407,159.0,0.042,66.0
408,192.0,0.0503,66.3
409,168.0,0.0493,64.3
410,140.0,0.0379,64.3
411,90.0,0.022000000000000002,66.6
412,166.0,0.0457,65.6
413,162.0,0.0439,65.7
414,167.0,0.0466,64.5
415,193.0,0.0569,62.4
416,136.0,0.0391,62.3
417,194.0,0.0538,63.4
418,152.0,0.0411,63.8
419,208.0,0.0568,63.9
420,172.0,0.044000000000000004,65.7
421,154.0,0.0429,64.2
422,202.0,0.0509,66.5
423,195.0,0.0504,66.9
424,163.0,0.040999999999999995,67.5
425,225.0,0.0612,66.0
426,157.0,0.0419,65.7
427,181.0,0.0494,65.0
428,194.0,0.0487,66.7
429,248.0,0.0625,67.1
430,234.0,0.0597,66.9
431,138.0,0.0325,68.7
432,205.0,0.0547,67.4
433,171.0,0.0444,67.2
434,125.0,0.0346,65.8
435,168.0,0.046,64.7
436,232.0,0.0622,65.3
437,171.0,0.0458,65.5
438,197.0,0.0533,64.8
439,188.0,0.0485,66.3
440,206.0,0.0525,66.9
441,220.0,0.06,65.3
442,215.0,0.0565,65.8
443,254.0,0.066,66.3
444,180.0,0.0467,66.6
445,186.0,0.0494,65.6
446,171.0,0.0477,64.1
447,197.0,0.0503,65.8
448,210.0,0.0555,65.5
449,218.0,0.0562,66.1
450,217.0,0.055,66.7
451,249.0,0.0644,66.3
452,210.0,0.0545,65.9
453,186.0,0.049,65.0
454,207.0,0.0548,65.0
455,218.0,0.0549,66.7
456,239.0,0.0605,66.9
457,223.0,0.0565,66.9
458,211.0,0.0546,66.9
459,245.0,0.0602,67.9
460,169.0,0.0441,66.5
461,220.0,0.0554,67.1
462,221.0,0.054000000000000006,68.0
463,193.0,0.0458,69.0
464,241.0,0.0598,68.6
465,220.0,0.0566,67.3
466,244.0,0.0624,67.2
467,239.0,0.0604,67.2
468,241.0,0.0623,66.4
469,165.0,0.0434,65.1
470,166.0,0.042,66.0
471,223.0,0.0581,65.5
472,226.0,0.0588,65.1
473,246.0,0.0631,65.5
474,259.0,0.0675,65.2
475,229.0,0.0588,65.6
476,247.0,0.0621,66.3
477,255.0,0.0668,65.2
478,283.0,0.073,65.4
479,238.0,0.0609,65.6
480,171.0,0.0435,65.9
481,20.0,0.005,66.8
482,292.0,0.0743,66.4
483,269.0,0.066,67.3
484,203.0,0.0495,67.8
485,291.0,0.0744,66.6
486,247.0,0.0636,65.8
487,238.0,0.0618,65.3
488,280.0,0.0698,66.2
489,247.0,0.0629,66.1
490,250.0,0.0646,65.6
491,210.0,0.0526,66.2
492,284.0,0.0716,66.1
493,268.0,0.0677,65.9
494,250.0,0.0632,65.8
495,327.0,0.0848,65.0
496,308.0,0.0801,64.5
497,257.0,0.0681,63.6
498,274.0,0.0685,64.9
499,206.0,0.0538,64.6
500,257.0,0.068,63.6
501,278.0,0.0727,63.5
502,236.0,0.0618,63.6
503,207.0,0.0529,64.5
504,233.0,0.0579,65.7
505,193.0,0.0492,65.2
506,208.0,0.0492,67.7
507,186.0,0.0469,66.9
508,178.0,0.0438,66.9
509,166.0,0.0413,66.7
510,205.0,0.0499,67.5
511,140.0,0.0348,67.1
512,177.0,0.0422,68.4
513,175.0,0.042,68.4
514,172.0,0.0408,68.9
515,164.0,0.0394,68.8
516,124.0,0.0298,68.6
517,151.0,0.0354,69.4
518,132.0,0.0309,69.6
519,110.0,0.0274,68.5
520,160.0,0.0377,69.0
521,143.0,0.0345,68.4
522,79.0,0.019,68.4
523,93.0,0.0216,69.1
524,104.0,0.0244,69.4
525,105.0,0.0241,69.3
526,101.0,0.0253,68.7
527,122.0,0.0292,68.6
528,97.0,0.023,68.4
529,112.0,0.0267,68.3
530,104.0,0.0243,68.5
531,88.0,0.021,68.1
532,102.0,0.0243,68.7
533,92.0,0.0211,68.5
534,85.0,0.0216,67.2
535,108.0,0.0259,67.8
536,55.0,0.013999999999999999,67.6
537,75.0,0.0181,68.0
538,69.0,0.0178,67.6
539,58.0,0.0142,67.6
540,91.0,0.0227,68.5
541,101.0,0.0233,68.6
542,104.0,0.024,68.9
543,85.0,0.0194,69.1
544,81.0,0.0203,67.3
545,97.0,0.0241,67.1
546,85.0,0.0215,67.3
547,66.0,0.0166,67.6
548,75.0,0.0184,67.4
549,66.0,0.0156,67.2
550,82.0,0.0203,67.8
551,72.0,0.0176,68.4
552,57.0,0.0132,67.8
553,57.0,0.013999999999999999,67.3
554,64.0,0.0151,68.1
555,63.0,0.0149,67.8
556,54.0,0.0125,67.9
557,46.0,0.0123,67.2
558,55.0,0.0143,67.4
559,33.0,0.0103,67.8
560,44.0,0.0105,67.6
561,52.0,0.0126,66.9
562,39.0,0.0094,67.1
563,27.0,0.0062,67.4
564,29.0,0.0081,68.1
565,52.0,0.0122,68.4
566,36.0,0.009000000000000001,68.1
567,37.0,0.0087,68.0
568,33.0,0.0081,67.8
569,28.0,0.0072,68.1
570,18.0,0.0044,67.0
571,31.0,0.0074,68.8
572,32.0,0.009000000000000001,67.6
573,22.0,0.0058,68.1
574,33.0,0.0087,68.0
575,21.0,0.0049,67.4
576,22.0,0.0055,67.5
577,15.0,0.0049,67.7
578,16.0,0.0036,68.2
579,17.0,0.0047,67.8
580,17.0,0.0046,67.1
581,28.0,0.0082,67.7
582,10.0,0.0024,64.7
583,19.0,0.004,68.9
584,8.0,0.0018,67.9
585,18.0,0.0052,67.8
586,10.0,0.0022,69.5
587,15.0,0.0043,66.7
588,20.0,0.0051,67.9
589,18.0,0.0041,67.1
590,17.0,0.0065,65.4
591,6.0,0.0016,65.1
592,10.0,0.0029,69.0
593,10.0,0.0023,67.8
594,7.0,0.0018,68.8
595,17.0,0.0053,69.0
596,16.0,0.0053,68.3
597,9.0,0.0019,69.7
598,13.0,0.0047,66.0
599,10.0,0.0038,65.8
600,11.0,0.0025,66.3
601,18.0,0.0046,66.9
602,10.0,0.0046,64.3
603,11.0,0.0039,66.4
604,9.0,0.0026,68.2
605,8.0,0.0025,64.6
606,19.0,0.0069,67.0
607,12.0,0.005,66.3
608,8.0,0.0019,65.4
609,14.0,0.0045,66.2
610,9.0,0.0022,67.0
611,12.0,0.0042,66.1
612,10.0,0.0031,64.8
613,9.0,0.0023,66.2
614,7.0,0.0022,65.7
615,15.0,0.0045,67.1
616,15.0,0.0035,69.2
617,12.0,0.0037,67.5
618,16.0,0.0053,65.5
619,24.0,0.0066,66.8
620,23.0,0.0055,68.0
621,17.0,0.0051,66.3
622,26.0,0.006,67.2
623,23.0,0.0073,67.3
624,14.0,0.0038,68.5
625,13.0,0.0037,66.2
626,16.0,0.0049,66.0
627,30.0,0.0083,67.1
628,5.0,0.0019,66.7
629,14.0,0.0054,65.6
630,14.0,0.0033,68.1
631,33.0,0.0075,67.9
632,35.0,0.0098,67.9
633,32.0,0.0103,65.8
634,61.0,0.0162,68.3
635,42.0,0.0142,65.2
636,39.0,0.0097,66.1
637,32.0,0.0097,66.9
638,50.0,0.0127,67.7
639,42.0,0.0141,65.6
640,45.0,0.011000000000000001,67.8
641,64.0,0.0195,65.7
642,71.0,0.0208,66.7
643,83.0,0.0238,65.8
644,98.0,0.0275,66.9
645,145.0,0.0393,67.3
646,80.0,0.021,68.0
647,124.0,0.0337,67.9
648,90.0,0.0228,68.5
649,101.0,0.0273,67.6
650,135.0,0.0392,65.8
651,157.0,0.0443,64.8
652,156.0,0.04,66.4
653,174.0,0.0462,66.4
654,195.0,0.0528,65.6
655,193.0,0.0477,67.4
656,237.0,0.0616,66.9
657,296.0,0.0794,65.9
658,219.0,0.0599,64.7
659,249.0,0.0619,66.8
660,193.0,0.0503,65.2
661,165.0,0.0469,61.7
662,113.0,0.03,62.8
663,168.0,0.0468,61.5
664,204.0,0.0532,62.8
665,167.0,0.0457,62.2
666,251.0,0.0692,61.3
667,211.0,0.0588,60.9
668,277.0,0.07400000000000001,61.1
669,235.0,0.0657,60.5
670,270.0,0.0745,60.6
671,250.0,0.0686,60.4
672,201.0,0.0558,61.4
673,187.0,0.0518,60.6
674,198.0,0.0546,60.6
675,213.0,0.0578,61.1
676,233.0,0.0646,60.5
677,194.0,0.0525,61.6
678,212.0,0.0568,62.0
679,182.0,0.0493,61.7
680,195.0,0.0527,61.4
681,186.0,0.0513,61.0
682,135.0,0.0398,59.5
683,181.0,0.0514,60.1
684,179.0,0.0467,64.6
685,164.0,0.0425,66.6
686,174.0,0.0503,65.0
687,173.0,0.0471,65.1
688,193.0,0.0579,64.1
689,171.0,0.0445,66.8
690,181.0,0.0481,66.5
691,92.0,0.025,66.5
692,53.0,0.013000000000000001,68.0
693,173.0,0.0469,66.7
694,176.0,0.0488,66.1
695,174.0,0.045,67.1
696,127.0,0.0369,64.9
697,184.0,0.0475,66.7
698,176.0,0.0503,65.1
699,162.0,0.0434,66.4
700,164.0,0.0465,65.0
701,165.0,0.045,65.3
702,171.0,0.0443,66.7
703,163.0,0.0465,64.9
704,153.0,0.0431,64.7
705,153.0,0.0395,66.7
706,169.0,0.0478,65.4
707,164.0,0.0457,64.7
708,178.0,0.0475,64.9
709,178.0,0.049,64.8
710,200.0,0.0545,65.2
711,204.0,0.0586,63.4
712,213.0,0.0553,65.8
713,170.0,0.0477,64.6
714,194.0,0.0535,64.6
715,156.0,0.0404,66.3
716,203.0,0.0549,66.1
717,177.0,0.0445,68.2
718,131.0,0.0362,66.7
719,233.0,0.0645,65.6
720,189.0,0.0462,67.6
721,216.0,0.0559,67.1
722,229.0,0.0621,65.3
723,225.0,0.0564,66.7
724,162.0,0.0428,66.3
725,182.0,0.0495,64.9
726,171.0,0.0466,64.1
727,177.0,0.0541,60.9
728,230.0,0.0611,62.6
729,202.0,0.051,65.1
730,202.0,0.0551,64.1
731,213.0,0.0555,64.9
732,166.0,0.0445,64.0
733,206.0,0.0588,62.4
734,227.0,0.0651,61.3
735,180.0,0.0472,63.2
736,172.0,0.0452,64.1
737,26.0,0.0071,65.7
738,127.0,0.0354,64.7
739,229.0,0.0601,65.0
740,236.0,0.0649,63.6
741,232.0,0.0626,63.8
742,156.0,0.0408,64.7
743,202.0,0.0536,64.8
744,197.0,0.0541,64.0
745,232.0,0.0612,64.5
746,230.0,0.059000000000000004,65.3
747,242.0,0.0651,65.3
748,174.0,0.0439,66.3
749,252.0,0.0693,64.4
750,232.0,0.0594,65.6
751,260.0,0.0648,67.2
752,259.0,0.0669,66.8
753,259.0,0.0685,65.7
754,215.0,0.0572,64.9
755,165.0,0.0412,66.5
756,259.0,0.0682,65.3
757,236.0,0.0627,64.4
758,258.0,0.07200000000000001,62.6
759,230.0,0.0588,64.4
760,262.0,0.0677,65.3
761,211.0,0.0588,63.5
762,229.0,0.0602,64.1
763,228.0,0.0601,63.8
764,262.0,0.0685,64.3
765,178.0,0.0485,63.2
766,181.0,0.0501,62.5
767,220.0,0.0635,61.0
768,251.0,0.069,61.3
769,274.0,0.0773,60.6
770,269.0,0.0686,63.4
771,263.0,0.07,63.5
772,273.0,0.0715,64.5
773,91.0,0.0243,65.3
774,158.0,0.0405,65.2
775,258.0,0.0659,65.9
776,226.0,0.0592,65.3
777,210.0,0.0557,64.7
778,247.0,0.066,63.9
779,231.0,0.0625,63.4
780,205.0,0.0534,63.8
781,283.0,0.0728,64.5
782,287.0,0.0762,63.6
783,313.0,0.0861,62.0
784,252.0,0.0687,61.8
785,189.0,0.0528,61.0
786,167.0,0.0435,62.8
787,273.0,0.0752,61.8
788,262.0,0.0669,63.7
789,248.0,0.064,64.1
790,181.0,0.045,65.7
791,223.0,0.0576,65.3
792,194.0,0.0506,64.4
793,231.0,0.0596,64.5
794,223.0,0.0585,64.0
795,219.0,0.0543,64.9
796,142.0,0.0345,66.3
797,233.0,0.0569,67.0
798,138.0,0.0335,67.7
799,171.0,0.0401,68.7
800,147.0,0.0351,69.0
801,151.0,0.037000000000000005,68.0
802,151.0,0.0349,69.9
803,168.0,0.0415,68.4
804,134.0,0.0321,68.4
805,191.0,0.0465,67.8
806,166.0,0.039,68.9
807,144.0,0.035,68.4
808,136.0,0.0334,68.1
809,122.0,0.031,67.4
810,159.0,0.0394,66.8
811,77.0,0.0185,67.6
812,117.0,0.0278,68.8
813,122.0,0.0288,68.5
814,55.0,0.0127,68.9
815,104.0,0.0246,68.8
816,85.0,0.0202,68.6
817,87.0,0.0211,68.2
818,84.0,0.0209,68.2
819,81.0,0.0183,69.7
820,112.0,0.0279,67.7
821,125.0,0.0305,67.4
822,84.0,0.0222,67.1
823,128.0,0.0303,67.9
824,93.0,0.0219,68.8
825,109.0,0.0254,68.6
826,87.0,0.0217,67.9
827,80.0,0.0192,67.8
828,85.0,0.0209,68.3
829,105.0,0.0252,68.9
830,98.0,0.0222,69.0
831,62.0,0.0161,68.0
832,114.0,0.0281,68.2
833,79.0,0.0186,68.5
834,75.0,0.018000000000000002,68.0
835,84.0,0.0207,68.2
836,66.0,0.0159,68.6
837,74.0,0.0178,68.2
838,58.0,0.013999999999999999,67.9
839,52.0,0.0121,68.7
840,48.0,0.0113,68.0
841,55.0,0.0131,68.5
842,57.0,0.0133,68.5
843,59.0,0.0142,68.5
844,54.0,0.0122,68.3
845,40.0,0.0102,67.8
846,51.0,0.0146,66.6
847,19.0,0.0051,68.1
848,38.0,0.0095,67.6
849,70.0,0.0179,67.5
850,56.0,0.0133,68.0
851,35.0,0.0088,67.1
852,47.0,0.0127,67.1
853,43.0,0.0113,67.7
854,30.0,0.0081,67.6
855,47.0,0.0119,67.0
856,39.0,0.0091,68.2
857,24.0,0.0081,67.5
858,25.0,0.006,68.0
859,33.0,0.0073,67.5
860,30.0,0.008,66.5
861,21.0,0.0056,68.3
862,21.0,0.0053,67.1
863,24.0,0.0064,67.9
864,26.0,0.0077,67.8
865,17.0,0.0061,66.9
866,20.0,0.0054,66.8
867,18.0,0.0049,67.0
868,22.0,0.0065,67.4
869,16.0,0.0045,67.2
870,17.0,0.0038,69.7
871,17.0,0.0063,67.1
872,18.0,0.0048,67.9
873,23.0,0.0069,66.6
874,18.0,0.0051,68.1
875,15.0,0.0034,69.5
876,14.0,0.0032,66.9
877,13.0,0.0047,66.3
878,19.0,0.0045,66.7
879,17.0,0.004,67.9
880,18.0,0.0053,67.3
881,14.0,0.004,66.9
882,11.0,0.0035,67.5
883,11.0,0.0032,67.2
884,12.0,0.0037,67.3
885,22.0,0.0057,67.7
886,8.0,0.0021,66.6
887,6.0,0.0015,65.4
888,5.0,0.0018,65.5
889,10.0,0.0023,67.5
890,17.0,0.0046,66.8
891,9.0,0.002,68.1
892,8.0,0.0033,66.0
893,12.0,0.0041,66.6
894,5.0,0.0011,67.4
895,13.0,0.0038,67.7
896,10.0,0.0028,67.5
897,14.0,0.0048,65.6
898,10.0,0.0035,64.7
899,12.0,0.0029,67.3
900,8.0,0.0025,66.1
901,10.0,0.0029,65.7
902,12.0,0.0052,67.4
903,16.0,0.0039,65.2
904,13.0,0.0032,65.8
905,13.0,0.0045,66.5
906,6.0,0.0033,64.4
907,33.0,0.0118,65.3
908,14.0,0.0038,66.8
909,28.0,0.0095,64.5
910,33.0,0.0082,67.5
911,21.0,0.0051,67.6
912,18.0,0.0058,66.2
913,10.0,0.0023,67.1
914,19.0,0.006,66.8
915,15.0,0.0041,67.1
916,23.0,0.0062,66.6
917,24.0,0.0074,67.0
918,23.0,0.0086,66.8
919,26.0,0.0078,66.4
920,36.0,0.0085,67.7
921,50.0,0.013000000000000001,68.2
922,57.0,0.0154,68.3
923,43.0,0.0117,68.0
924,41.0,0.0134,65.6
925,28.0,0.0073,66.5
926,33.0,0.01,67.2
927,60.0,0.0164,67.8
