time_step,flow,speed,occupancy
117,142.0,0.0273,68.2
118,112.0,0.0235,66.4
119,137.0,0.0271,67.5
120,130.0,0.0269,67.1
121,159.0,0.032,67.4
122,143.0,0.0293,67.0
123,142.0,0.0292,66.9
124,171.0,0.0348,67.3
125,124.0,0.0254,66.9
126,166.0,0.0338,66.6
127,184.0,0.038,66.7
128,176.0,0.0351,67.9
129,191.0,0.0403,66.5
130,162.0,0.0337,66.3
131,213.0,0.0434,66.7
132,198.0,0.0394,66.9
133,206.0,0.0415,66.7
134,170.0,0.0334,67.3
135,158.0,0.0315,67.2
136,199.0,0.0405,66.7
137,238.0,0.0486,65.9
138,227.0,0.0461,66.0
139,267.0,0.0554,65.1
140,240.0,0.0488,65.5
141,225.0,0.0466,65.0
142,259.0,0.0537,65.1
143,277.0,0.055999999999999994,65.3
144,251.0,0.055999999999999994,62.7
145,254.0,0.0513,64.2
146,262.0,0.0532,64.6
147,206.0,0.0423,64.1
148,288.0,0.0584,64.8
149,228.0,0.046,65.2
150,285.0,0.0592,64.3
151,243.0,0.0497,64.8
152,251.0,0.0513,65.0
153,246.0,0.0507,64.6
154,273.0,0.0573,63.8
155,258.0,0.052000000000000005,65.0
156,243.0,0.0502,64.1
157,274.0,0.0559,64.5
158,257.0,0.053,64.2
159,258.0,0.0526,64.6
160,270.0,0.0562,64.2
161,258.0,0.0559,62.8
162,256.0,0.0534,63.2
163,264.0,0.0562,62.5
164,305.0,0.0628,63.5
165,283.0,0.0578,64.0
166,275.0,0.0555,64.5
167,281.0,0.0561,65.4
168,296.0,0.0609,64.5
169,242.0,0.0521,63.3
170,270.0,0.0579,62.8
171,277.0,0.0564,63.7
172,306.0,0.0627,64.5
173,270.0,0.0562,63.9
174,282.0,0.0572,64.3
175,244.0,0.0496,64.8
176,256.0,0.0534,63.9
177,256.0,0.0513,64.8
178,274.0,0.0563,64.4
179,193.0,0.0397,64.2
180,256.0,0.055999999999999994,62.6
181,255.0,0.0513,64.2
182,230.0,0.0466,64.8
183,250.0,0.0515,64.4
184,295.0,0.0599,64.7
185,219.0,0.0437,65.5
186,219.0,0.0445,65.2
187,209.0,0.0414,66.0
188,242.0,0.0483,66.2
189,230.0,0.046,66.1
190,204.0,0.0413,65.7
191,180.0,0.0361,66.1
192,226.0,0.0462,65.6
193,215.0,0.043,66.2
194,247.0,0.0501,65.9
195,238.0,0.0485,65.8
196,252.0,0.054000000000000006,64.1
197,243.0,0.0512,63.7
198,203.0,0.040999999999999995,64.8
199,202.0,0.0401,65.6
200,246.0,0.0489,66.3
201,221.0,0.0444,66.3
202,204.0,0.0416,66.0
203,252.0,0.052000000000000005,65.1
204,223.0,0.0468,66.3
205,219.0,0.0451,67.3
206,179.0,0.0369,67.6
207,252.0,0.0541,66.9
208,252.0,0.0533,66.3
209,214.0,0.046,65.7
210,191.0,0.0428,64.6
211,195.0,0.0424,64.7
212,207.0,0.0438,65.4
213,175.0,0.039,64.4
214,189.0,0.0396,65.7
215,214.0,0.0452,66.5
216,196.0,0.0432,65.2
217,192.0,0.0402,66.0
218,167.0,0.0353,66.5
219,211.0,0.0463,65.2
220,206.0,0.0442,65.7
221,202.0,0.0428,66.0
222,206.0,0.0439,65.9
223,184.0,0.0391,65.9
224,201.0,0.0417,67.0
225,167.0,0.0353,66.9
226,177.0,0.037000000000000005,67.1
227,189.0,0.0403,66.4
228,180.0,0.037000000000000005,68.6
229,177.0,0.0372,68.9
230,187.0,0.0403,68.8
231,177.0,0.0372,69.2
232,166.0,0.034,69.8
233,201.0,0.0412,70.5
234,189.0,0.0403,70.0
235,163.0,0.034,69.7
236,176.0,0.0371,69.9
237,161.0,0.0339,69.5
238,184.0,0.0379,69.8
239,190.0,0.0394,70.8
240,165.0,0.0354,69.3
241,164.0,0.0344,69.2
242,148.0,0.0308,70.3
243,174.0,0.0356,70.6
244,136.0,0.0281,69.7
245,129.0,0.0271,69.5
246,150.0,0.0308,70.0
247,109.0,0.0225,69.0
248,120.0,0.0249,69.6
249,130.0,0.0274,69.3
250,154.0,0.0336,68.4
251,125.0,0.0249,69.9
252,116.0,0.0237,69.1
253,137.0,0.0289,68.7
254,130.0,0.0265,68.7
255,132.0,0.0276,68.5
256,124.0,0.0261,68.4
257,149.0,0.0307,68.6
258,140.0,0.0288,68.6
259,125.0,0.0255,68.8
260,119.0,0.0238,68.9
261,125.0,0.025,69.3
262,125.0,0.0259,68.7
263,101.0,0.0205,69.0
264,107.0,0.0223,68.2
265,121.0,0.0252,68.5
266,107.0,0.0229,67.1
267,92.0,0.0184,67.8
268,118.0,0.024,68.2
269,124.0,0.0259,68.2
270,100.0,0.0224,66.9
271,110.0,0.023,67.2
272,78.0,0.016,67.8
273,78.0,0.0169,67.9
274,77.0,0.0175,66.0
275,88.0,0.0184,67.6
276,79.0,0.0159,67.8
277,75.0,0.0156,68.6
278,71.0,0.0143,68.5
279,67.0,0.0154,67.1
280,51.0,0.0103,67.0
281,66.0,0.0148,67.7
282,67.0,0.0132,67.2
283,51.0,0.0111,67.5
284,56.0,0.0112,67.4
285,62.0,0.0133,68.1
286,57.0,0.0131,66.6
287,53.0,0.0114,68.1
288,58.0,0.0122,68.2
289,52.0,0.0102,67.7
290,41.0,0.0082,67.8
291,51.0,0.011000000000000001,67.8
292,53.0,0.011000000000000001,67.7
293,54.0,0.0106,68.2
294,35.0,0.0066,68.1
295,30.0,0.0061,68.7
296,33.0,0.0072,68.1
297,37.0,0.008,67.7
298,32.0,0.0071,66.5
299,33.0,0.0064,68.1
300,34.0,0.0064,67.4
301,38.0,0.0084,67.9
302,28.0,0.0063,67.4
303,34.0,0.0092,66.2
304,30.0,0.0062,67.5
305,24.0,0.005,67.1
306,32.0,0.008,66.7
307,15.0,0.0029,66.7
308,18.0,0.0048,67.4
309,21.0,0.0044,67.0
310,15.0,0.003,66.9
311,17.0,0.004,66.2
312,17.0,0.0044,67.4
313,21.0,0.0057,66.0
314,10.0,0.0022,67.0
315,7.0,0.0015,68.5
316,16.0,0.0047,66.3
317,15.0,0.0031,67.7
318,15.0,0.0033,68.1
319,24.0,0.0068,67.5
320,20.0,0.0066,65.8
321,20.0,0.0056,66.0
322,12.0,0.0044,66.2
323,8.0,0.0029,65.4
324,13.0,0.0027,67.3
325,12.0,0.0041,65.0
326,18.0,0.004,67.8
327,19.0,0.0065,65.7
328,17.0,0.0049,66.9
329,15.0,0.0041,67.6
330,20.0,0.0049,68.1
331,26.0,0.0085,66.0
332,21.0,0.006,67.3
333,17.0,0.0051,67.6
334,28.0,0.0074,67.1
335,23.0,0.0069,67.0
336,25.0,0.0076,65.5
337,20.0,0.0057,67.7
338,19.0,0.0065,64.9
339,38.0,0.0108,67.4
340,37.0,0.0109,65.7
341,31.0,0.0082,66.8
342,30.0,0.0079,67.4
343,44.0,0.0099,67.9
344,61.0,0.0148,68.6
345,49.0,0.0122,68.4
346,49.0,0.0145,67.3
347,40.0,0.01,67.5
348,59.0,0.016,65.6
349,63.0,0.0164,66.0
350,69.0,0.0163,65.6
351,77.0,0.017,67.8
352,77.0,0.0159,69.2
353,88.0,0.0228,67.3
354,77.0,0.0173,67.5
355,113.0,0.0258,67.9
356,97.0,0.0221,68.0
357,118.0,0.0307,65.2
358,147.0,0.0348,66.0
359,144.0,0.0324,67.2
360,100.0,0.0231,68.4
361,143.0,0.0325,69.2
362,146.0,0.0334,68.9
363,157.0,0.0351,69.6
364,203.0,0.0496,67.3
365,192.0,0.0426,68.7
366,172.0,0.0439,65.6
367,215.0,0.0481,68.1
368,251.0,0.0592,67.3
369,251.0,0.0578,67.4
370,249.0,0.0575,67.4
371,235.0,0.0558,66.7
372,266.0,0.0687,62.5
373,210.0,0.0476,63.6
374,282.0,0.07,61.7
375,345.0,0.0823,62.3
376,293.0,0.069,62.4
377,358.0,0.0818,63.7
378,335.0,0.0853,61.2
379,348.0,0.0814,62.1
380,371.0,0.0851,62.9
381,424.0,0.0989,62.9
382,376.0,0.0846,63.9
383,351.0,0.0806,63.9
384,362.0,0.0879,62.5
385,355.0,0.081,63.5
386,315.0,0.0719,64.1
387,335.0,0.0807,62.5
388,318.0,0.0758,62.3
389,312.0,0.0714,63.1
390,329.0,0.0845,60.6
391,332.0,0.076,62.3
392,298.0,0.0667,64.2
393,342.0,0.0805,63.2
394,350.0,0.0818,63.3
395,269.0,0.0603,64.8
396,288.0,0.0689,62.8
397,298.0,0.0684,63.3
398,296.0,0.0695,62.6
399,295.0,0.0692,62.4
400,281.0,0.0644,62.9
401,272.0,0.0638,62.7
402,308.0,0.0737,62.3
403,293.0,0.0714,60.9
404,327.0,0.0832,59.5
405,262.0,0.0614,61.1
406,287.0,0.0686,61.0
407,282.0,0.0676,61.2
408,267.0,0.0624,62.4
409,230.0,0.0545,62.2
410,293.0,0.0718,61.6
411,269.0,0.0615,62.3
412,264.0,0.061,63.3
413,218.0,0.0502,63.4
414,303.0,0.0727,62.1
415,314.0,0.0722,62.7
416,282.0,0.0679,62.2
417,303.0,0.0705,62.7
418,316.0,0.0734,63.0
419,309.0,0.0697,63.7
420,287.0,0.0657,64.0
421,267.0,0.0628,63.0
422,309.0,0.0711,63.4
423,302.0,0.0697,63.5
424,322.0,0.0781,62.1
425,344.0,0.0831,61.4
426,288.0,0.0713,60.7
427,310.0,0.0743,61.1
428,275.0,0.0682,60.4
429,279.0,0.0633,61.9
430,296.0,0.0718,61.4
431,330.0,0.0825,59.9
432,273.0,0.0674,59.8
433,241.0,0.0566,61.2
434,330.0,0.0813,60.8
435,311.0,0.0734,60.5
436,365.0,0.0904,60.0
437,308.0,0.0733,60.8
438,311.0,0.0705,62.3
439,378.0,0.0905,61.4
440,336.0,0.0767,62.2
441,323.0,0.0758,62.2
442,321.0,0.0744,62.4
443,262.0,0.0624,61.7
444,302.0,0.0728,61.1
445,271.0,0.0588,64.0
446,358.0,0.0833,63.4
447,311.0,0.0708,63.5
448,367.0,0.0864,62.5
449,371.0,0.0882,61.8
450,321.0,0.0769,61.1
451,305.0,0.0741,60.7
452,427.0,0.1062,59.4
453,381.0,0.0911,60.2
454,343.0,0.0802,61.0
455,412.0,0.1,60.7
456,301.0,0.067,62.4
457,185.0,0.0389,65.9
458,446.0,0.1162,61.1
459,422.0,0.1119,58.1
460,403.0,0.094,59.8
461,430.0,0.1073,58.8
462,423.0,0.1003,59.7
463,435.0,0.1058,59.6
464,434.0,0.111,58.3
465,401.0,0.1048,56.6
466,350.0,0.1895,41.5
467,346.0,0.1817,34.4
468,351.0,0.1919,30.4
469,295.0,0.1818,26.8
470,313.0,0.2214,23.7
471,303.0,0.2157,21.9
472,264.0,0.2398,19.0
473,336.0,0.2142,20.8
474,264.0,0.2503,17.9
475,264.0,0.3058,15.2
476,313.0,0.228,17.5
477,295.0,0.2716,16.8
478,298.0,0.276,16.1
479,193.0,0.2481,13.7
480,260.0,0.3015,13.2
481,326.0,0.2391,16.4
482,327.0,0.2448,17.9
483,251.0,0.2371,16.9
484,278.0,0.26,16.1
485,276.0,0.2918,15.0
486,289.0,0.2525,15.7
487,302.0,0.2475,16.7
488,276.0,0.2923,15.2
489,258.0,0.2723,14.5
490,284.0,0.2534,15.3
491,288.0,0.2401,16.5
492,232.0,0.2879,14.2
493,321.0,0.2044,18.6
494,311.0,0.254,18.1
495,289.0,0.27699999999999997,16.7
496,282.0,0.2247,17.5
497,293.0,0.2763,16.5
498,300.0,0.2574,16.6
499,229.0,0.2717,14.4
500,272.0,0.2803,14.2
501,285.0,0.2845,14.4
502,276.0,0.2744,14.4
503,286.0,0.2334,16.2
504,330.0,0.1258,27.6
505,340.0,0.1714,28.5
506,265.0,0.0635,45.5
507,276.0,0.0644,54.5
508,281.0,0.064,59.9
509,321.0,0.0773,61.1
510,293.0,0.0664,63.2
511,245.0,0.0575,63.5
512,216.0,0.051,63.4
513,265.0,0.0605,64.2
514,269.0,0.0626,64.5
515,248.0,0.0557,65.2
516,245.0,0.0532,66.7
517,259.0,0.0563,67.6
518,237.0,0.0546,65.9
519,254.0,0.057,66.1
520,262.0,0.0565,67.1
521,225.0,0.0471,68.3
522,228.0,0.0493,68.7
523,209.0,0.0444,68.9
524,194.0,0.0421,68.5
525,205.0,0.0424,69.6
526,212.0,0.0449,69.7
527,194.0,0.0407,69.7
528,165.0,0.0362,68.3
529,144.0,0.03,69.0
530,183.0,0.0411,66.9
531,166.0,0.0365,67.3
532,183.0,0.0397,67.2
533,178.0,0.04,66.5
534,188.0,0.0401,67.1
535,150.0,0.0335,66.5
536,172.0,0.0387,66.3
537,162.0,0.0335,68.2
538,171.0,0.037000000000000005,67.9
539,161.0,0.0334,69.0
540,120.0,0.0257,68.3
541,149.0,0.0323,68.7
542,136.0,0.0276,69.3
543,150.0,0.032,69.1
544,165.0,0.0383,66.5
545,180.0,0.04,66.2
546,123.0,0.0263,66.7
547,139.0,0.0298,67.6
548,111.0,0.0236,67.9
549,116.0,0.0243,68.8
550,155.0,0.0317,69.6
551,134.0,0.0335,65.5
552,123.0,0.0267,66.8
553,107.0,0.022000000000000002,68.5
554,129.0,0.0302,66.6
555,132.0,0.0316,65.6
556,103.0,0.0214,66.6
557,119.0,0.0249,68.3
558,111.0,0.0254,66.5
559,97.0,0.0232,65.3
560,90.0,0.0212,65.3
561,88.0,0.0199,66.0
562,88.0,0.0196,66.9
563,93.0,0.024,65.4
564,62.0,0.0153,65.2
565,79.0,0.02,65.0
566,70.0,0.016,66.8
567,89.0,0.0207,66.9
568,74.0,0.0172,67.2
569,35.0,0.0071,67.3
570,64.0,0.013999999999999999,68.1
571,63.0,0.0141,68.1
572,58.0,0.0151,67.7
573,58.0,0.0114,68.0
574,51.0,0.0136,66.8
575,40.0,0.0084,67.3
576,43.0,0.0101,67.9
577,52.0,0.0134,66.9
578,31.0,0.0092,66.1
579,45.0,0.0097,67.2
580,42.0,0.0097,67.1
581,39.0,0.01,68.7
582,25.0,0.0069,67.0
583,34.0,0.0077,68.1
584,30.0,0.0068,68.9
585,25.0,0.0066,66.4
586,34.0,0.0099,66.3
587,29.0,0.0085,66.0
588,25.0,0.0058,67.1
589,33.0,0.0067,67.3
590,39.0,0.0085,68.5
591,30.0,0.0103,66.2
592,25.0,0.0069,67.2
593,25.0,0.0061,66.5
594,23.0,0.006999999999999999,67.2
595,21.0,0.0042,68.5
596,24.0,0.0079,66.9
597,32.0,0.0087,66.9
598,15.0,0.0054,65.8
599,13.0,0.0025,67.5
600,18.0,0.0043,67.4
601,31.0,0.0079,67.9
602,46.0,0.0106,69.0
603,43.0,0.011000000000000001,67.6
604,29.0,0.0081,67.6
605,26.0,0.0063,67.7
606,26.0,0.0059,67.9
607,14.0,0.0043,68.2
608,31.0,0.0082,67.6
609,25.0,0.0077,67.3
610,21.0,0.0066,66.6
611,22.0,0.0061,66.5
612,18.0,0.0074,64.0
613,23.0,0.0075,65.6
614,20.0,0.0072,65.2
615,23.0,0.0062,67.0
616,36.0,0.0108,67.5
617,35.0,0.0128,65.3
618,18.0,0.0054,66.4
619,31.0,0.013000000000000001,64.1
620,31.0,0.0106,64.2
621,18.0,0.0064,64.4
622,19.0,0.0052,66.5
623,23.0,0.0064,66.2
624,15.0,0.0039,66.7
625,29.0,0.008,67.1
626,26.0,0.0079,67.7
627,32.0,0.0097,66.2
628,40.0,0.0108,66.9
629,38.0,0.012,66.5
630,36.0,0.0115,66.2
631,44.0,0.0162,63.2
632,52.0,0.0144,66.0
633,51.0,0.013999999999999999,66.3
634,68.0,0.0181,67.4
635,62.0,0.0176,66.5
636,61.0,0.0158,65.5
637,61.0,0.0154,66.7
638,79.0,0.0198,66.8
639,89.0,0.026000000000000002,63.7
640,73.0,0.0174,66.4
641,83.0,0.0208,66.3
642,100.0,0.0267,64.8
643,86.0,0.0212,65.9
644,96.0,0.0225,67.9
645,130.0,0.0276,70.7
646,131.0,0.0322,69.4
647,130.0,0.0302,69.9
648,152.0,0.0359,69.0
649,131.0,0.0313,68.3
650,154.0,0.0363,68.2
651,193.0,0.0434,69.4
652,199.0,0.0441,70.4
653,203.0,0.0476,68.8
654,228.0,0.055999999999999994,67.1
655,228.0,0.0524,68.3
656,255.0,0.057,69.6
657,146.0,0.0334,69.0
658,169.0,0.039,68.9
659,256.0,0.061,67.6
660,238.0,0.0577,64.3
661,270.0,0.0655,62.8
662,276.0,0.067,61.6
663,301.0,0.0726,61.8
664,340.0,0.0845,60.5
665,321.0,0.0777,61.2
666,345.0,0.0809,61.9
667,319.0,0.0799,60.5
668,331.0,0.0789,61.1
669,367.0,0.0872,61.3
670,302.0,0.0699,62.4
671,288.0,0.0664,63.0
672,371.0,0.0838,63.7
673,374.0,0.0879,63.2
674,305.0,0.0703,63.6
675,388.0,0.0955,61.8
676,365.0,0.0889,61.4
677,315.0,0.0728,62.5
678,365.0,0.0878,62.0
679,358.0,0.0881,60.9
680,376.0,0.0871,62.3
681,383.0,0.0882,63.2
682,380.0,0.0923,61.7
683,330.0,0.0779,61.8
684,284.0,0.0675,61.8
685,274.0,0.0635,62.8
686,285.0,0.0706,61.9
687,313.0,0.0772,61.3
688,300.0,0.0742,60.7
689,287.0,0.0759,58.8
690,274.0,0.0671,60.7
691,350.0,0.0863,60.8
692,308.0,0.0742,61.1
693,287.0,0.0691,61.2
694,343.0,0.0826,62.1
695,321.0,0.0775,61.9
696,284.0,0.0711,61.3
697,311.0,0.078,60.1
698,255.0,0.0606,61.3
699,303.0,0.0727,61.3
700,271.0,0.0614,63.4
701,290.0,0.071,62.2
702,276.0,0.0628,63.5
703,240.0,0.0553,64.1
704,289.0,0.0669,64.0
705,274.0,0.0696,61.7
706,271.0,0.0636,62.5
707,275.0,0.0619,64.1
708,307.0,0.0719,63.6
709,294.0,0.0752,61.1
710,271.0,0.0678,59.8
711,272.0,0.0634,61.9
712,283.0,0.0645,63.4
713,278.0,0.0697,61.4
714,321.0,0.0796,60.7
715,303.0,0.0729,60.8
716,327.0,0.0811,60.6
717,342.0,0.092,57.7
718,297.0,0.0683,60.6
719,289.0,0.0715,60.2
720,317.0,0.0784,60.4
721,290.0,0.0719,60.2
722,315.0,0.0763,60.3
723,255.0,0.0596,61.3
724,318.0,0.0801,59.9
725,312.0,0.0788,59.1
726,318.0,0.0857,57.2
727,346.0,0.0951,55.2
728,353.0,0.0946,55.0
729,355.0,0.0906,56.2
730,370.0,0.0975,56.4
731,300.0,0.0767,56.7
732,324.0,0.0809,57.8
733,348.0,0.0965,55.4
734,324.0,0.0894,54.4
735,338.0,0.1423,44.4
736,317.0,0.1714,35.6
737,252.0,0.1908,27.5
738,303.0,0.2171,23.9
739,299.0,0.1835,23.8
740,289.0,0.1888,23.5
741,245.0,0.1166,27.2
742,282.0,0.07400000000000001,42.0
743,286.0,0.0706,50.6
744,294.0,0.0777,53.1
745,273.0,0.1029,45.8
746,274.0,0.2254,31.7
747,270.0,0.2354,24.2
748,286.0,0.1915,23.4
749,284.0,0.2195,21.3
750,287.0,0.2142,20.4
751,319.0,0.2097,21.3
752,196.0,0.2393,16.6
753,245.0,0.2051,17.1
754,232.0,0.2257,16.1
755,232.0,0.2094,16.2
756,277.0,0.1579,21.0
757,279.0,0.2133,20.0
758,310.0,0.1765,22.9
759,312.0,0.1461,27.1
760,291.0,0.2156,23.4
761,277.0,0.2618,19.3
762,233.0,0.2663,16.1
763,232.0,0.2941,13.7
764,243.0,0.2681,13.8
765,239.0,0.2217,15.1
766,264.0,0.2796,14.5
767,257.0,0.2856,13.8
768,197.0,0.2867,11.9
769,291.0,0.2449,14.6
770,257.0,0.2978,13.7
771,286.0,0.2764,14.4
772,267.0,0.2717,14.4
773,262.0,0.2679,14.6
774,247.0,0.2798,13.8
775,275.0,0.2492,14.9
776,279.0,0.259,15.3
777,252.0,0.2984,13.8
778,279.0,0.2509,14.9
779,264.0,0.2773,14.5
780,231.0,0.1997,15.7
781,248.0,0.2705,14.5
782,263.0,0.2627,14.5
783,265.0,0.2673,14.5
784,237.0,0.3109,12.9
785,235.0,0.3139,12.0
786,244.0,0.2823,12.3
787,262.0,0.2856,12.8
788,231.0,0.2909,12.2
789,170.0,0.3884,9.4
790,238.0,0.2967,10.5
791,259.0,0.2643,12.5
792,251.0,0.2833,12.7
793,248.0,0.2977,12.6
794,268.0,0.2827,13.2
795,249.0,0.2787,13.3
796,279.0,0.2622,14.4
797,303.0,0.21899999999999997,17.3
798,296.0,0.2349,17.9
799,300.0,0.2229,18.8
800,318.0,0.2174,20.1
801,335.0,0.1603,25.2
802,266.0,0.0649,42.8
803,274.0,0.0638,52.9
804,287.0,0.0749,55.3
805,269.0,0.0632,59.4
806,259.0,0.0656,59.7
807,259.0,0.0603,61.6
808,255.0,0.0613,62.1
809,264.0,0.0654,61.1
810,213.0,0.0546,60.0
811,198.0,0.0474,61.2
812,204.0,0.0536,59.1
813,211.0,0.0531,59.0
814,189.0,0.0465,60.1
815,203.0,0.0501,60.4
816,184.0,0.0436,61.6
817,211.0,0.05,62.3
818,179.0,0.0417,63.1
819,174.0,0.0425,62.2
820,139.0,0.0311,64.2
821,152.0,0.04,60.8
822,147.0,0.0365,60.8
823,207.0,0.0544,59.1
824,218.0,0.0575,57.7
825,183.0,0.0459,58.5
826,170.0,0.0415,59.7
827,153.0,0.0361,61.7
828,149.0,0.0386,60.4
829,166.0,0.0447,57.9
830,138.0,0.0353,59.0
831,155.0,0.0415,57.7
832,133.0,0.0363,57.6
833,162.0,0.0407,58.3
834,151.0,0.0378,59.4
835,126.0,0.0309,61.4
836,121.0,0.0295,62.0
837,153.0,0.0369,62.3
838,134.0,0.0327,62.7
839,158.0,0.0395,61.7
840,125.0,0.0288,63.4
841,93.0,0.0224,64.9
842,120.0,0.0293,64.0
843,108.0,0.0257,64.7
844,82.0,0.022000000000000002,64.1
845,78.0,0.0194,63.8
846,116.0,0.0304,62.3
847,119.0,0.0294,62.8
848,95.0,0.0223,65.1
849,85.0,0.02,65.4
850,87.0,0.0263,62.7
851,68.0,0.016,64.2
852,72.0,0.0186,63.3
853,36.0,0.0089,65.3
854,86.0,0.0217,65.8
855,78.0,0.0229,61.7
856,59.0,0.0151,63.9
857,54.0,0.0121,65.0
858,55.0,0.0129,66.6
859,35.0,0.008,67.7
860,53.0,0.0149,66.1
861,59.0,0.0147,66.9
862,35.0,0.009000000000000001,67.5
863,34.0,0.0081,67.7
864,44.0,0.0144,67.6
865,54.0,0.0139,66.8
866,51.0,0.0117,68.3
867,46.0,0.0108,67.5
868,28.0,0.0067,68.6
869,37.0,0.0077,67.8
870,40.0,0.0101,68.1
871,30.0,0.0068,68.2
872,39.0,0.0124,67.7
873,27.0,0.0074,65.6
874,20.0,0.0048,67.0
875,21.0,0.0058,67.3
876,42.0,0.0105,67.5
877,26.0,0.006999999999999999,67.9
878,35.0,0.0112,66.1
879,29.0,0.0074,67.9
880,23.0,0.0066,67.4
881,28.0,0.0104,65.5
882,12.0,0.0029,66.3
883,15.0,0.0037,68.7
884,22.0,0.0078,66.4
885,25.0,0.0065,68.2
886,23.0,0.0071,67.0
887,24.0,0.0059,69.2
888,20.0,0.0065,66.7
889,24.0,0.0053,68.7
890,41.0,0.0088,68.7
891,23.0,0.0062,69.0
892,22.0,0.0046,67.9
893,20.0,0.0057,68.1
894,18.0,0.0044,67.8
895,34.0,0.0099,66.8
896,19.0,0.0076,66.5
897,15.0,0.0047,67.2
898,21.0,0.0049,67.4
899,14.0,0.0046,65.8
900,13.0,0.0026,69.7
901,9.0,0.0026,68.5
902,15.0,0.0039,67.8
903,3.0,0.0005,70.1
904,7.0,0.0014,69.5
905,26.0,0.0084,67.6
906,14.0,0.0043,65.7
907,26.0,0.006999999999999999,68.0
908,19.0,0.006,66.3
909,21.0,0.0085,66.1
910,13.0,0.0039,66.1
911,25.0,0.0072,66.8
912,29.0,0.0094,66.2
913,28.0,0.0093,66.2
914,35.0,0.0107,65.8
915,27.0,0.0084,65.5
916,31.0,0.0104,65.2
917,20.0,0.0062,64.8
918,30.0,0.0106,65.9
919,41.0,0.0097,67.4
920,40.0,0.0106,66.8
921,37.0,0.0102,66.5
922,30.0,0.008,66.9
923,80.0,0.0235,65.3
924,41.0,0.0125,65.0
925,55.0,0.0158,64.8
926,66.0,0.0163,65.2
927,39.0,0.0101,66.7
